clip,speaker,p_probe,fold
AVPEPUDEAC0001_readtext.flac,AVPEPUDEAC0001,0.011323929764330387,4
AVPEPUDEAC0003_readtext.flac,AVPEPUDEAC0003,0.19358737766742706,3
AVPEPUDEAC0004_readtext.flac,AVPEPUDEAC0004,0.3603896498680115,2
AVPEPUDEAC0005_readtext.flac,AVPEPUDEAC0005,2.0202040104777552e-05,1
AVPEPUDEAC0006_readtext.flac,AVPEPUDEAC0006,0.002960053738206625,0
AVPEPUDEAC0007_readtext.flac,AVPEPUDEAC0007,0.011124556884169579,4
AVPEPUDEAC0008_readtext.flac,AVPEPUDEAC0008,0.01015996653586626,3
AVPEPUDEAC0010_readtext.flac,AVPEPUDEAC0010,0.023530643433332443,2
AVPEPUDEAC0011_readtext.flac,AVPEPUDEAC0011,0.929520845413208,1
AVPEPUDEAC0012_readtext.flac,AVPEPUDEAC0012,1.6645959476591088e-05,0
AVPEPUDEAC0013_readtext.flac,AVPEPUDEAC0013,0.9888306260108948,4
AVPEPUDEAC0014_readtext.flac,AVPEPUDEAC0014,0.16800808906555176,3
AVPEPUDEAC0015_readtext.flac,AVPEPUDEAC0015,0.002455350011587143,2
AVPEPUDEAC0016_readtext.flac,AVPEPUDEAC0016,0.10657592117786407,1
AVPEPUDEAC0017_readtext.flac,AVPEPUDEAC0017,0.012243593111634254,0
AVPEPUDEAC0018_readtext.flac,AVPEPUDEAC0018,0.0022591904271394014,4
AVPEPUDEAC0019_readtext.flac,AVPEPUDEAC0019,0.004364546854048967,3
AVPEPUDEAC0020_readtext.flac,AVPEPUDEAC0020,0.005697700195014477,2
AVPEPUDEAC0021_readtext.flac,AVPEPUDEAC0021,0.0007564916159026325,1
AVPEPUDEAC0022_readtext.flac,AVPEPUDEAC0022,0.0010471721179783344,0
AVPEPUDEAC0023_readtext.flac,AVPEPUDEAC0023,0.001531154033727944,4
AVPEPUDEAC0024_readtext.flac,AVPEPUDEAC0024,0.001974869752302766,3
AVPEPUDEAC0025_readtext.flac,AVPEPUDEAC0025,0.16528965532779694,2
AVPEPUDEAC0026_readtext.flac,AVPEPUDEAC0026,0.2743784189224243,1
AVPEPUDEAC0027_readtext.flac,AVPEPUDEAC0027,0.02426149696111679,0
AVPEPUDEAC0028_readtext.flac,AVPEPUDEAC0028,1.0,4
AVPEPUDEAC0029_readtext.flac,AVPEPUDEAC0029,0.44369933009147644,3
AVPEPUDEAC0030_readtext.flac,AVPEPUDEAC0030,0.07684984058141708,2
AVPEPUDEAC0031_readtext.flac,AVPEPUDEAC0031,0.016006825491786003,1
AVPEPUDEAC0033_readtext.flac,AVPEPUDEAC0033,5.0203387218061835e-05,0
AVPEPUDEAC0034_readtext.flac,AVPEPUDEAC0034,0.9964686632156372,4
AVPEPUDEAC0035_readtext.flac,AVPEPUDEAC0035,0.003839354496449232,3
AVPEPUDEAC0037_readtext.flac,AVPEPUDEAC0037,0.3321029245853424,2
AVPEPUDEAC0039_readtext.flac,AVPEPUDEAC0039,0.3557586967945099,1
AVPEPUDEAC0040_readtext.flac,AVPEPUDEAC0040,0.020763518288731575,0
AVPEPUDEAC0041_readtext.flac,AVPEPUDEAC0041,0.005800098180770874,4
AVPEPUDEAC0042_readtext.flac,AVPEPUDEAC0042,0.00019475277804303914,3
AVPEPUDEAC0043_readtext.flac,AVPEPUDEAC0043,0.1667332500219345,2
AVPEPUDEAC0044_readtext.flac,AVPEPUDEAC0044,0.022260522469878197,1
AVPEPUDEAC0045_readtext.flac,AVPEPUDEAC0045,0.1094435378909111,0
AVPEPUDEAC0046_readtext.flac,AVPEPUDEAC0046,0.011115223169326782,4
AVPEPUDEAC0047_readtext.flac,AVPEPUDEAC0047,0.28923875093460083,3
AVPEPUDEAC0048_readtext.flac,AVPEPUDEAC0048,0.19916024804115295,2
AVPEPUDEAC0049_readtext.flac,AVPEPUDEAC0049,0.6412853598594666,1
AVPEPUDEAC0050_readtext.flac,AVPEPUDEAC0050,4.8122463340405375e-05,0
AVPEPUDEAC0051_readtext.flac,AVPEPUDEAC0051,0.06383480131626129,4
AVPEPUDEAC0052_readtext.flac,AVPEPUDEAC0052,0.983435332775116,3
AVPEPUDEAC0053_readtext.flac,AVPEPUDEAC0053,0.034259505569934845,2
AVPEPUDEAC0054_readtext.flac,AVPEPUDEAC0054,0.0041572051122784615,1
AVPEPUDEAC0057_readtext.flac,AVPEPUDEAC0057,0.003399105276912451,0
AVPEPUDEA0001_readtext.flac,AVPEPUDEA0001,0.8566782474517822,4
AVPEPUDEA0002readtext.flac,AVPEPUDEA0002,0.7435328364372253,3
AVPEPUDEA0003_readtext.flac,AVPEPUDEA0003,0.9929496049880981,2
AVPEPUDEA0005_readtext.flac,AVPEPUDEA0005,0.999997615814209,1
AVPEPUDEA0006_readtext.flac,AVPEPUDEA0006,0.9986258745193481,0
AVPEPUDEA0007_readtext.flac,AVPEPUDEA0007,0.4754408597946167,4
AVPEPUDEA0008_readtext.flac,AVPEPUDEA0008,0.6875492930412292,3
AVPEPUDEA0009_readtext.flac,AVPEPUDEA0009,0.9969093203544617,2
AVPEPUDEA0010_readtext.flac,AVPEPUDEA0010,0.9994770884513855,1
AVPEPUDEA0011_readtext.flac,AVPEPUDEA0011,0.004474240355193615,0
AVPEPUDEA0013_readtext.flac,AVPEPUDEA0013,0.9995643496513367,4
AVPEPUDEA0014_readtext.flac,AVPEPUDEA0014,0.9999991655349731,3
AVPEPUDEA0015_readtext.flac,AVPEPUDEA0015,0.9950356483459473,2
AVPEPUDEA0016_readtext.flac,AVPEPUDEA0016,0.9954977035522461,1
AVPEPUDEA0017_readtext.flac,AVPEPUDEA0017,0.9993911981582642,0
AVPEPUDEA0020_readtext.flac,AVPEPUDEA0020,0.9989855885505676,4
AVPEPUDEA0021_readtext.flac,AVPEPUDEA0021,0.9975292086601257,3
AVPEPUDEA0022_readtext.flac,AVPEPUDEA0022,0.06270337104797363,2
AVPEPUDEA0023_readtext.flac,AVPEPUDEA0023,0.034301597625017166,1
AVPEPUDEA0024_readtext.flac,AVPEPUDEA0024,0.9987719655036926,0
AVPEPUDEA0025_readtext.flac,AVPEPUDEA0025,0.9996933937072754,4
AVPEPUDEA0026_readtext.flac,AVPEPUDEA0026,0.928848147392273,3
AVPEPUDEA0027_readtext.flac,AVPEPUDEA0027,0.12057922780513763,2
AVPEPUDEA0029_readtext.flac,AVPEPUDEA0029,0.9683874845504761,1
AVPEPUDEA0030_readtext.flac,AVPEPUDEA0030,1.0,0
AVPEPUDEA0031_readtext.flac,AVPEPUDEA0031,0.8279736042022705,4
