clip,speaker,p_probe
AVPEPUDEAC0001_readtext.wav,AVPEPUDEAC0001,0.4961017536716565
AVPEPUDEAC0003_readtext.wav,AVPEPUDEAC0003,0.4505648312022378
AVPEPUDEAC0004_readtext.wav,AVPEPUDEAC0004,0.4662510537344991
AVPEPUDEAC0005_readtext.wav,AVPEPUDEAC0005,0.5448768520744859
AVPEPUDEAC0006_readtext.wav,AVPEPUDEAC0006,0.4532719771720925
AVPEPUDEAC0007_readtext.wav,AVPEPUDEAC0007,0.5683792049408188
AVPEPUDEAC0008_readtext.wav,AVPEPUDEAC0008,0.4903048262254301
AVPEPUDEAC0010_readtext.wav,AVPEPUDEAC0010,0.5320603966715796
AVPEPUDEAC0011_readtext.wav,AVPEPUDEAC0011,0.3011157008343079
AVPEPUDEAC0012_readtext.wav,AVPEPUDEAC0012,0.45449511240811735
AVPEPUDEAC0013_readtext.wav,AVPEPUDEAC0013,0.4776832785969209
AVPEPUDEAC0014_readtext.wav,AVPEPUDEAC0014,0.35519905070448454
AVPEPUDEAC0015_readtext.wav,AVPEPUDEAC0015,0.4302273269064474
AVPEPUDEAC0016_readtext.wav,AVPEPUDEAC0016,0.3162539334661886
AVPEPUDEAC0017_readtext.wav,AVPEPUDEAC0017,0.5082855089902949
AVPEPUDEAC0018_readtext.wav,AVPEPUDEAC0018,0.5746981831012277
AVPEPUDEAC0019_readtext.wav,AVPEPUDEAC0019,0.5046911598030561
AVPEPUDEAC0020_readtext.wav,AVPEPUDEAC0020,0.39812316536026104
AVPEPUDEAC0021_readtext.wav,AVPEPUDEAC0021,0.4116348209640967
AVPEPUDEAC0022_readtext.wav,AVPEPUDEAC0022,0.34126868125495863
AVPEPUDEAC0023_readtext.wav,AVPEPUDEAC0023,0.43053469932525223
AVPEPUDEAC0024_readtext.wav,AVPEPUDEAC0024,0.4787770380298223
AVPEPUDEAC0025_readtext.wav,AVPEPUDEAC0025,0.40918915400348704
AVPEPUDEAC0026_readtext.wav,AVPEPUDEAC0026,0.4415908621588289
AVPEPUDEAC0027_readtext.wav,AVPEPUDEAC0027,0.4339872106179759
AVPEPUDEAC0028_readtext.wav,AVPEPUDEAC0028,0.4958875830433884
AVPEPUDEAC0029_readtext.wav,AVPEPUDEAC0029,0.5941990050129254
AVPEPUDEAC0030_readtext.wav,AVPEPUDEAC0030,0.2670107304979703
AVPEPUDEAC0031_readtext.wav,AVPEPUDEAC0031,0.21608740940697813
AVPEPUDEAC0033_readtext.wav,AVPEPUDEAC0033,0.33032909268002814
AVPEPUDEAC0034_readtext.wav,AVPEPUDEAC0034,0.3016071790522281
AVPEPUDEAC0035_readtext.wav,AVPEPUDEAC0035,0.2866109503529788
AVPEPUDEAC0037_readtext.wav,AVPEPUDEAC0037,0.2994689774587922
AVPEPUDEAC0039_readtext.wav,AVPEPUDEAC0039,0.2457838065899792
AVPEPUDEAC0040_readtext.wav,AVPEPUDEAC0040,0.3084994553361047
AVPEPUDEAC0041_readtext.wav,AVPEPUDEAC0041,0.22382375720732395
AVPEPUDEAC0042_readtext.wav,AVPEPUDEAC0042,0.2708664920476742
AVPEPUDEAC0043_readtext.wav,AVPEPUDEAC0043,0.24370209474380322
AVPEPUDEAC0044_readtext.wav,AVPEPUDEAC0044,0.28585460088402764
AVPEPUDEAC0045_readtext.wav,AVPEPUDEAC0045,0.26396487753166736
AVPEPUDEAC0046_readtext.wav,AVPEPUDEAC0046,0.2763036093326347
AVPEPUDEAC0047_readtext.wav,AVPEPUDEAC0047,0.3226455008265299
AVPEPUDEAC0048_readtext.wav,AVPEPUDEAC0048,0.38672889175899494
AVPEPUDEAC0049_readtext.wav,AVPEPUDEAC0049,0.21284746907292776
AVPEPUDEAC0050_readtext.wav,AVPEPUDEAC0050,0.3249289287677066
AVPEPUDEAC0051_readtext.wav,AVPEPUDEAC0051,0.21670787798185034
AVPEPUDEAC0052_readtext.wav,AVPEPUDEAC0052,0.2731421979809214
AVPEPUDEAC0053_readtext.wav,AVPEPUDEAC0053,0.2979469754562046
AVPEPUDEAC0054_readtext.wav,AVPEPUDEAC0054,0.23300879229277607
AVPEPUDEAC0057_readtext.wav,AVPEPUDEAC0057,0.2254615037637038
AVPEPUDEA0001_readtext.wav,AVPEPUDEA0001,0.5300643236500955
AVPEPUDEA0002readtext.wav,AVPEPUDEA0002,0.5665063311423744
AVPEPUDEA0003_readtext.wav,AVPEPUDEA0003,0.5057885826025121
AVPEPUDEA0005_readtext.wav,AVPEPUDEA0005,0.4360027099398368
AVPEPUDEA0006_readtext.wav,AVPEPUDEA0006,0.47454996383981196
AVPEPUDEA0007_readtext.wav,AVPEPUDEA0007,0.5025976803034279
AVPEPUDEA0008_readtext.wav,AVPEPUDEA0008,0.5121210034384197
AVPEPUDEA0009_readtext.wav,AVPEPUDEA0009,0.5228476709723644
AVPEPUDEA0010_readtext.wav,AVPEPUDEA0010,0.4928083621026012
