clip,speaker,p_probe,fold
HC_ABLANDADA_0034.flac,34,0.9999687671661377,3
HC_PIDIO_0034.flac,34,0.04795782268047333,3
HC_BURRO_0034.flac,34,0.9573132991790771,3
HC_GANGA_0034.flac,34,0.9964498281478882,3
HC_MANGA_0034.flac,34,0.3843896687030792,3
HC_PERRO_0034.flac,34,0.9999994039535522,3
HC_SOMBRA_0034.flac,34,0.595711350440979,3
HC_BARBAS_0034.flac,34,0.7468795776367188,3
HC_DIABLO_0034.flac,34,0.013379246927797794,3
HC_TOMAS_0034.flac,34,0.009624389000236988,3
HC_CARMEN_0034.flac,34,0.08756673336029053,3
HC_CALLE_0034.flac,34,0.44851383566856384,3
HC_PIDIO_0036.flac,36,0.7398089170455933,2
HC_DIABLO_0036.flac,36,0.0004216237284708768,2
HC_ABLANDADA_0036.flac,36,0.0005800720537081361,2
HC_MANGA_0036.flac,36,0.002141591627150774,2
HC_TOMAS_0036.flac,36,0.9825990200042725,2
HC_CARMEN_0036.flac,36,0.01854746788740158,2
HC_BARBAS_0036.flac,36,0.005307422485202551,2
HC_CALLE_0036.flac,36,6.589272379642352e-05,2
HC_BURRO_0036.flac,36,0.006635758094489574,2
HC_SOMBRA_0036.flac,36,0.001592928310856223,2
HC_PERRO_0036.flac,36,0.036314237862825394,2
HC_GANGA_0036.flac,36,8.67294511408545e-06,2
HC_SOMBRA_0045.flac,45,0.006031469441950321,1
HC_DIABLO_0045.flac,45,0.023322144523262978,1
HC_CARMEN_0045.flac,45,0.1776329129934311,1
HC_GANGA_0045.flac,45,0.0022994843311607838,1
HC_BURRO_0045.flac,45,0.565626323223114,1
HC_BARBAS_0045.flac,45,0.6708447337150574,1
HC_CALLE_0045.flac,45,0.0556509792804718,1
HC_ABLANDADA_0045.flac,45,0.9775350093841553,1
HC_TOMAS_0045.flac,45,5.640571907861158e-05,1
HC_MANGA_0045.flac,45,0.006409758701920509,1
HC_PERRO_0045.flac,45,0.0002480032271705568,1
HC_PIDIO_0045.flac,45,0.7576870322227478,1
