clip,speaker,p_probe,fold
HC_ABLANDADA_0034.flac,34,0.9998984336853027,3
HC_PIDIO_0034.flac,34,0.970905601978302,3
HC_BURRO_0034.flac,34,0.9999990463256836,3
HC_GANGA_0034.flac,34,1.0,3
HC_MANGA_0034.flac,34,0.9989284873008728,3
HC_PERRO_0034.flac,34,1.0,3
HC_SOMBRA_0034.flac,34,0.9999905824661255,3
HC_BARBAS_0034.flac,34,0.9991890788078308,3
HC_DIABLO_0034.flac,34,0.9846979379653931,3
HC_TOMAS_0034.flac,34,0.9774264693260193,3
HC_CARMEN_0034.flac,34,0.9996009469032288,3
HC_CALLE_0034.flac,34,0.7291202545166016,3
HC_PIDIO_0036.flac,36,0.9950756430625916,2
HC_DIABLO_0036.flac,36,0.0001262209698325023,2
HC_ABLANDADA_0036.flac,36,0.08765455335378647,2
HC_MANGA_0036.flac,36,0.06676974892616272,2
HC_TOMAS_0036.flac,36,0.6545271873474121,2
HC_CARMEN_0036.flac,36,0.0015075663104653358,2
HC_BARBAS_0036.flac,36,0.23847727477550507,2
HC_CALLE_0036.flac,36,9.068731014849618e-05,2
HC_BURRO_0036.flac,36,0.07255584746599197,2
HC_SOMBRA_0036.flac,36,0.7697856426239014,2
HC_PERRO_0036.flac,36,0.5721810460090637,2
HC_GANGA_0036.flac,36,0.7587792873382568,2
HC_SOMBRA_0045.flac,45,0.006794892251491547,1
HC_DIABLO_0045.flac,45,0.001879410119727254,1
HC_CARMEN_0045.flac,45,0.9356722831726074,1
HC_GANGA_0045.flac,45,0.3661409914493561,1
HC_BURRO_0045.flac,45,0.935384213924408,1
HC_BARBAS_0045.flac,45,0.08969005197286606,1
HC_CALLE_0045.flac,45,0.015585776418447495,1
HC_ABLANDADA_0045.flac,45,0.8714585900306702,1
HC_TOMAS_0045.flac,45,0.0016714368248358369,1
HC_MANGA_0045.flac,45,0.07480937242507935,1
HC_PERRO_0045.flac,45,0.6955749988555908,1
HC_PIDIO_0045.flac,45,0.2165127992630005,1
HC_PIDIO_0048.flac,48,0.005340524949133396,0
HC_ABLANDADA_0048.flac,48,0.0029056419152766466,0
HC_CALLE_0048.flac,48,0.00037720470572821796,0
