clip,speaker_probe_file,speaker_answer_file,p_probe_rep0,p_probe_rep1,p_probe_rep2,p_probe_rep3,p_probe_rep4,p_yes_answer
AVPEPUDEAC0001_readtext.wav,AVPEPUDEAC0001,AVPEPUDEAC0001,0.7171211839,0.9870615602,0.9829111695,0.8020130992,0.668566227,0.3210949014
AVPEPUDEAC0003_readtext.wav,AVPEPUDEAC0003,AVPEPUDEAC0003,0.9969070554,0.6766115427,0.9990690351,0.972486794,0.995454073,0.4692662844
AVPEPUDEAC0004_readtext.wav,AVPEPUDEAC0004,AVPEPUDEAC0004,0.4820816219,0.03023238666,0.3157399893,0.5447301865,0.3690808415,0.3249230498
AVPEPUDEAC0005_readtext.wav,AVPEPUDEAC0005,AVPEPUDEAC0005,0.3391530812,0.5817555785,0.2429148108,0.7637953162,0.3157750666,0.6314392847
AVPEPUDEAC0006_readtext.wav,AVPEPUDEAC0006,AVPEPUDEAC0006,0.1524665058,0.01408978086,0.2357111126,0.1296791583,0.03825824335,0.4033400926
AVPEPUDEAC0007_readtext.wav,AVPEPUDEAC0007,AVPEPUDEAC0007,0.002812883118,1.731611337e-05,0.004344278947,0.0002971210633,0.05202961713,0.2384917861
AVPEPUDEAC0008_readtext.wav,AVPEPUDEAC0008,AVPEPUDEAC0008,0.1077347845,0.1970896423,0.1051271558,0.01134756673,0.105424948,0.4307854231
AVPEPUDEAC0010_readtext.wav,AVPEPUDEAC0010,AVPEPUDEAC0010,0.001586637227,0.006841846276,0.003897870658,0.01409239043,0.001119047753,0.2428914131
AVPEPUDEAC0011_readtext.wav,AVPEPUDEAC0011,AVPEPUDEAC0011,0.7157283425,0.9401330352,0.5858119726,0.2434191704,0.5950144529,0.5240010413
AVPEPUDEAC0012_readtext.wav,AVPEPUDEAC0012,AVPEPUDEAC0012,0.00247453386,0.4449787736,0.008480017073,0.002831652993,0.04840059578,0.5426404861
AVPEPUDEAC0013_readtext.wav,AVPEPUDEAC0013,AVPEPUDEAC0013,0.9310837388,0.9151323438,0.556212306,0.7277151942,0.8541203141,0.5518858431
AVPEPUDEAC0014_readtext.wav,AVPEPUDEAC0014,AVPEPUDEAC0014,0.8095167875,0.02411493286,0.1749139279,0.2741273344,0.06215971708,0.2784965589
AVPEPUDEAC0015_readtext.wav,AVPEPUDEAC0015,AVPEPUDEAC0015,0.0171312876,0.154279232,0.01192897558,0.05681802705,0.01012163609,0.4423437378
AVPEPUDEAC0016_readtext.wav,AVPEPUDEAC0016,AVPEPUDEAC0016,0.02324491367,0.07556320727,0.01496438123,0.006011147052,0.2663127482,0.1898082945
AVPEPUDEAC0017_readtext.wav,AVPEPUDEAC0017,AVPEPUDEAC0017,0.03300815448,0.1683665812,0.01907708496,0.1679316014,0.08687562495,0.6922619053
AVPEPUDEAC0018_readtext.wav,AVPEPUDEAC0018,AVPEPUDEAC0018,0.3594708741,0.06695199758,0.008186574094,0.5990596414,0.008196088485,0.3630141998
AVPEPUDEAC0019_readtext.wav,AVPEPUDEAC0019,AVPEPUDEAC0019,0.2946884632,0.005822578911,0.01952407323,0.08870059997,0.02124381252,0.324865435
AVPEPUDEAC0020_readtext.wav,AVPEPUDEAC0020,AVPEPUDEAC0020,0.001465601264,0.7695908546,0.04051030427,0.087501131,0.4274230003,0.425136629
AVPEPUDEAC0021_readtext.wav,AVPEPUDEAC0021,AVPEPUDEAC0021,0.02046898566,5.117275578e-06,0.002689250046,0.004938112106,0.001903421362,0.3949997153
AVPEPUDEAC0022_readtext.wav,AVPEPUDEAC0022,AVPEPUDEAC0022,0.05001982674,0.00414194772,0.01617718488,0.1171350405,0.01954770461,0.2473865387
AVPEPUDEAC0023_readtext.wav,AVPEPUDEAC0023,AVPEPUDEAC0023,0.01679086499,0.001287461258,0.008239899762,0.008872135542,0.01396849938,0.2538120109
AVPEPUDEAC0024_readtext.wav,AVPEPUDEAC0024,AVPEPUDEAC0024,0.04894303903,0.04957740381,0.004477282986,0.01264682412,0.0425552465,0.4690073998
AVPEPUDEAC0025_readtext.wav,AVPEPUDEAC0025,AVPEPUDEAC0025,0.006883500144,0.0004044670204,0.009784347378,0.01170856506,0.03727834299,0.1620662794
AVPEPUDEAC0026_readtext.wav,AVPEPUDEAC0026,AVPEPUDEAC0026,0.447027266,0.8565551043,0.63743788,0.9646899104,0.8640024662,0.5148682106
AVPEPUDEAC0027_readtext.wav,AVPEPUDEAC0027,AVPEPUDEAC0027,0.2922944725,0.2835494578,0.2117908746,0.4544755518,0.1071250439,0.7837210087
AVPEPUDEAC0028_readtext.wav,AVPEPUDEAC0028,AVPEPUDEAC0028,0.7902829051,0.6139427423,0.8474891782,0.9999768734,0.9999674559,0.6392023556
AVPEPUDEAC0029_readtext.wav,AVPEPUDEAC0029,AVPEPUDEAC0029,0.01143986825,0.00813096296,0.03999757394,0.7923511863,0.1478304416,0.4316552594
AVPEPUDEAC0030_readtext.wav,AVPEPUDEAC0030,AVPEPUDEAC0030,0.0008959591505,8.326712123e-05,0.0003060539602,7.824970089e-05,8.657269063e-06,0.1811608598
AVPEPUDEAC0031_readtext.wav,AVPEPUDEAC0031,AVPEPUDEAC0031,0.2154639065,0.002067150548,0.0624217838,0.3260577023,0.003252247116,0.2188550529
AVPEPUDEAC0033_readtext.wav,AVPEPUDEAC0033,AVPEPUDEAC0033,0.0005001703976,0.0009975818684,0.004868798889,0.000897011545,0.007439212874,0.4544238087
AVPEPUDEAC0034_readtext.wav,AVPEPUDEAC0034,AVPEPUDEAC0034,0.006265133154,0.004930769559,0.001133864978,0.009487465024,0.001395096304,0.4607622857
AVPEPUDEAC0035_readtext.wav,AVPEPUDEAC0035,AVPEPUDEAC0035,3.117824292e-07,1.233653535e-07,3.880953045e-06,6.449577995e-06,0.0003661981609,0.4428446524
AVPEPUDEAC0037_readtext.wav,AVPEPUDEAC0037,AVPEPUDEAC0037,0.6599661708,0.00325307576,0.1238089949,0.008173586801,0.1611853391,0.6718769829
AVPEPUDEAC0039_readtext.wav,AVPEPUDEAC0039,AVPEPUDEAC0039,0.5455943942,0.4231838584,0.2028310597,0.4994242191,0.1809807867,0.2173347068
AVPEPUDEAC0040_readtext.wav,AVPEPUDEAC0040,AVPEPUDEAC0040,0.004727902357,0.05564304814,0.03317423165,0.007526461501,0.03500563279,0.2348419869
AVPEPUDEAC0041_readtext.wav,AVPEPUDEAC0041,AVPEPUDEAC0041,0.002277516993,8.060256368e-05,0.0001311372907,1.569282722e-05,0.004794536624,0.7395831613
AVPEPUDEAC0042_readtext.wav,AVPEPUDEAC0042,AVPEPUDEAC0042,6.085155746e-06,7.69563087e-07,2.386228516e-06,3.365641305e-06,6.462794317e-07,0.3033820594
AVPEPUDEAC0043_readtext.wav,AVPEPUDEAC0043,AVPEPUDEAC0043,0.02598852292,0.0008543964359,0.001517834491,0.0009020808502,0.0001048850754,0.5161444717
AVPEPUDEAC0044_readtext.wav,AVPEPUDEAC0044,AVPEPUDEAC0044,0.0001937540801,0.002753581386,0.001401781919,0.007353093941,0.0004833970452,0.4666770214
AVPEPUDEAC0045_readtext.wav,AVPEPUDEAC0045,AVPEPUDEAC0045,2.973870778e-06,7.972709682e-06,3.261363872e-06,5.785592748e-06,0.0002534186351,0.541909626
AVPEPUDEAC0046_readtext.wav,AVPEPUDEAC0046,AVPEPUDEAC0046,0.01199922431,0.0976639092,0.0008606738993,0.2666258514,0.05569495261,0.6632252851
AVPEPUDEAC0047_readtext.wav,AVPEPUDEAC0047,AVPEPUDEAC0047,0.0001929381397,0.0005130573409,0.001162639121,0.0005842599785,0.0001483263186,0.3778623021
AVPEPUDEAC0048_readtext.wav,AVPEPUDEAC0048,AVPEPUDEAC0048,0.02526051737,0.07833140343,0.009110770188,0.02221580781,0.01563608088,0.4539425808
AVPEPUDEAC0049_readtext.wav,AVPEPUDEAC0049,AVPEPUDEAC0049,1.919228635e-05,2.605954433e-05,3.762704637e-06,8.65481561e-05,0.001078863977,0.4925758862
AVPEPUDEAC0050_readtext.wav,AVPEPUDEAC0050,AVPEPUDEAC0050,2.804847099e-05,4.713987437e-06,3.371088314e-05,0.0004382297629,8.465101018e-06,0.5804607531
AVPEPUDEAC0051_readtext.wav,AVPEPUDEAC0051,AVPEPUDEAC0051,0.1155152172,0.4419410229,0.03828996047,0.3203849196,0.6947064996,0.2790066534
AVPEPUDEAC0052_readtext.wav,AVPEPUDEAC0052,AVPEPUDEAC0052,0.01208169851,0.1545471102,0.06939204782,0.003438750748,0.180982694,0.3063816577
AVPEPUDEAC0053_readtext.wav,AVPEPUDEAC0053,AVPEPUDEAC0053,0.004533537664,8.112971409e-05,0.02613456734,0.004369761329,0.004662311636,0.407540064
