clip,speaker_probe_file,speaker_answer_file,p_probe_rep0,p_probe_rep1,p_probe_rep2,p_probe_rep3,p_probe_rep4,p_yes_answer
HC_ABLANDADA_0034.wav,34,34,0.9953958392,0.9975509048,0.9690464735,0.9972400665,0.9979087114,0.2459546262
HC_PIDIO_0034.wav,34,34,0.9833397865,0.9994750619,0.1975017637,0.9939755797,0.9725319147,0.4076058003
HC_BURRO_0034.wav,34,34,0.9549923539,0.9855344296,0.73131001,0.9526575804,0.9552847743,0.4400425222
HC_GANGA_0034.wav,34,34,0.9999998808,0.9999934435,1,0.9999136925,0.9999998808,0.3781622273
HC_MANGA_0034.wav,34,34,0.8611510992,0.9996794462,0.5464376211,0.3038108945,0.2630897462,0.4089070743
HC_PERRO_0034.wav,34,34,0.9994176626,0.9996943474,0.9994707704,0.9999921322,0.9951876402,0.3794612978
HC_SOMBRA_0034.wav,34,34,0.9989822507,0.7604983449,0.9368510246,0.985612154,0.9896150827,0.4494627647
HC_BARBAS_0034.wav,34,34,0.9982156754,0.9703786373,0.6667065024,0.9889562726,0.9948427081,0.4802770523
HC_DIABLO_0034.wav,34,34,0.04623608291,0.6038540602,0.01203121152,0.03618759289,0.06336586177,0.4858806044
HC_TOMAS_0034.wav,34,34,0.001585272141,0.5417984724,0.5186207891,0.1051717997,0.1449785382,0.2431618148
HC_CARMEN_0034.wav,34,34,0.3953399658,0.9797284007,0.9871177077,0.6157538295,0.8262890577,0.47594932
HC_CALLE_0034.wav,34,34,0.1943721026,0.9346582294,0.05405561998,0.09317530692,0.02783609182,0.3210492645
HC_PIDIO_0036.wav,36,36,0.935947597,0.9842150807,0.3618177176,0.397525996,0.4694202244,0.4482228745
HC_DIABLO_0036.wav,36,36,0.0002523654548,8.331700519e-05,0.0005364742829,0.01329165511,0.0009521386237,0.320835647
HC_ABLANDADA_0036.wav,36,36,0.9946475625,0.9843761921,0.9935797453,0.9859240055,0.885212779,0.1991337109
HC_MANGA_0036.wav,36,36,0.003385693999,0.003224295331,0.01614870504,0.007271670271,0.0114357695,0.2019329105
HC_TOMAS_0036.wav,36,36,0.1957405359,0.0683253631,0.6200853586,0.9786060452,0.07918649167,0.3865002869
HC_CARMEN_0036.wav,36,36,0.0001090575752,9.344686987e-06,0.01657162979,0.2487587333,0.06264338642,0.2944852482
HC_BARBAS_0036.wav,36,36,0.01405580062,0.01310723834,0.01430855505,0.1218529418,0.1380723566,0.3776883474
HC_CALLE_0036.wav,36,36,0.001905838959,0.005643369164,0.01140076201,0.01460691728,0.01866427436,0.4689453776
HC_BURRO_0036.wav,36,36,0.0004440447665,0.0001448459516,0.0005927444436,0.1181923151,0.006565036252,0.2287211408
HC_SOMBRA_0036.wav,36,36,0.002274724422,0.002281076973,0.006963446271,0.006505668629,0.003763662884,0.3882589265
HC_PERRO_0036.wav,36,36,0.5884609222,0.6072084904,0.6664432287,0.8907211423,0.7444788814,0.2944087189
HC_GANGA_0036.wav,36,36,0.0005046941806,4.769988664e-05,0.2328343242,0.01354211476,0.07552034408,0.2514969434
HC_SOMBRA_0045.wav,45,45,0.8414435387,0.8113319874,0.7909647226,0.8588843942,0.1755873114,0.3245490121
HC_DIABLO_0045.wav,45,45,0.1073279232,0.03746890649,0.1583797932,0.6057834625,0.01373580657,0.2362490162
HC_CARMEN_0045.wav,45,45,0.2809103429,0.9151557684,0.8944621086,0.8791530132,0.2051433325,0.2875983796
HC_GANGA_0045.wav,45,45,0.991874516,0.9904266,0.8868541718,0.9944689274,0.8978066444,0.3275804899
HC_BURRO_0045.wav,45,45,0.7340809107,0.4857717752,0.2063684464,0.5961251855,0.3552820683,0.2101960906
HC_BARBAS_0045.wav,45,45,0.4790182114,0.7400161624,0.9366253614,0.6393623352,0.9109901786,0.2209140123
HC_CALLE_0045.wav,45,45,0.5898073912,0.001236196491,0.003284200327,0.0008307623211,2.056309131e-05,0.2794459388
HC_ABLANDADA_0045.wav,45,45,0.6880595684,0.740968287,0.7588774562,0.9625124931,0.9492646456,0.191134867
HC_TOMAS_0045.wav,45,45,0.1714704186,0.007942787372,0.01867190003,0.02392295003,0.0707590133,0.1532768178
HC_MANGA_0045.wav,45,45,0.1120876595,0.04210253432,0.008901736699,0.3893784881,0.008523535915,0.1772775943
HC_PERRO_0045.wav,45,45,0.9966530204,0.9573892355,0.9986472726,0.3814781606,0.5396441221,0.2195381536
HC_PIDIO_0045.wav,45,45,0.7990428805,0.1036112607,0.0410704501,0.3156788647,0.07674091309,0.2355617797
HC_PIDIO_0048.wav,48,48,0.08682308346,0.1492837667,0.0001610259933,0.05250861123,0.002601346234,0.2412228371
HC_ABLANDADA_0048.wav,48,48,0.05188898742,0.2702285945,0.05496521294,0.03265224397,0.05001105368,0.2767629679
HC_CALLE_0048.wav,48,48,0.001985888928,0.03427354991,0.00135926553,0.008092869073,7.960246148e-05,0.1947926056
HC_MANGA_0048.wav,48,48,0.001642003423,0.01167767309,0.0002496996603,0.009338736534,0.003121239599,0.2183101003
HC_CARMEN_0048.wav,48,48,0.4408272803,0.5151833296,0.8990950584,0.3693471253,0.6737421155,0.3050152359
HC_BARBAS_0048.wav,48,48,0.6965648532,0.9952056408,0.6008400321,0.9458773732,0.8741713762,0.3337526622
HC_GANGA_0048.wav,48,48,0.0002005806891,0.0001676167885,1.960393092e-05,0.0009249044815,1.939702634e-05,0.2132147776
HC_TOMAS_0048.wav,48,48,0.9556584954,0.01436125487,0.9211325049,0.1074946225,0.9917747974,0.2661599178
HC_DIABLO_0048.wav,48,48,0.001274545328,0.006297959946,2.541448521e-05,0.003927819896,0.0001666785247,0.3709639256
HC_PERRO_0048.wav,48,48,0.0007582089165,0.002009607619,2.01946641e-05,0.0004649450711,2.776639485e-05,0.2944402647
HC_BURRO_0048.wav,48,48,0.0003908674116,0.005469619296,9.772863996e-05,0.0336025469,0.001549392357,0.287529837
HC_SOMBRA_0048.wav,48,48,0.03001260571,0.3160291016,0.000999380718,0.005904348101,0.003340593074,0.2357818251
HC_PERRO_0049.wav,49,49,0.00699438015,0.7741065025,0.08743716776,0.3387881219,0.1068400517,0.1984974161
HC_BARBAS_0049.wav,49,49,0.0005180155276,0.4918325841,0.001478830003,0.003992194775,0.01198710501,0.2228883214
HC_TOMAS_0049.wav,49,49,0.7117748857,0.5686433911,0.04754017666,0.01254773326,0.06676089764,0.138994623
HC_CALLE_0049.wav,49,49,4.89060767e-05,0.09533256292,0.0004732318339,0.0002689019602,0.0001743836328,0.2842773886
HC_DIABLO_0049.wav,49,49,0.0007157274522,0.07088642567,0.001757453079,0.0022372643,0.0007975704502,0.3178785615
HC_BURRO_0049.wav,49,49,0.03082774766,0.07841142267,0.230602935,0.4294010103,0.2097089887,0.192684837
HC_CARMEN_0049.wav,49,49,0.369710356,0.08003008366,0.8178351521,0.6686720848,0.9245852828,0.3296433442
HC_MANGA_0049.wav,49,49,3.473324978e-05,0.004131617025,0.008042209782,0.0003804365115,9.017344564e-05,0.2119372694
HC_ABLANDADA_0049.wav,49,49,0.03915776312,0.02144258283,0.04056558385,0.02374884859,0.06124059111,0.2069834717
HC_SOMBRA_0049.wav,49,49,0.0001823942584,0.3837423623,0.02228080481,0.001041929238,0.00596738467,0.2320517851
HC_GANGA_0049.wav,49,49,4.159638047e-05,0.007043593097,0.0342256166,0.01598333567,0.00849564001,0.2132471905
HC_PIDIO_0049.wav,49,49,4.97916335e-05,0.1215866581,0.2452357858,0.006191569846,0.004852496553,0.237249289
HC_CARMEN_0051.wav,51,51,0.2809453607,0.6369472742,0.42924878,0.005377097987,0.1768804938,0.397513726
HC_TOMAS_0051.wav,51,51,0.005794164725,0.1090370342,0.001770674717,0.0002200389572,0.03019177355,0.4709749629
HC_SOMBRA_0051.wav,51,51,0.9879648685,0.9979352951,0.9945889711,0.9883922935,0.9994212389,0.3681193601
HC_BURRO_0051.wav,51,51,0.08689654619,0.9691416621,0.295794338,0.03627831861,0.8404721618,0.3373157769
HC_CALLE_0051.wav,51,51,0.6420932412,0.9590033889,0.9834212661,0.9587837458,0.9226046801,0.4384144187
HC_ABLANDADA_0051.wav,51,51,0.4770463407,0.9669742584,0.7345630527,0.1396180093,0.7137590647,0.3140062366
HC_PERRO_0051.wav,51,51,0.09220390767,0.9885562062,0.7693426013,0.3877048194,0.6111413836,0.263982897
HC_GANGA_0051.wav,51,51,0.04399345443,0.6100925207,0.04598718509,0.1597657651,0.3052020073,0.3377792028
HC_PIDIO_0051.wav,51,51,0.9981551766,0.9999505281,0.9997034669,0.9999864101,0.9996232986,0.3489619676
HC_BARBAS_0051.wav,51,51,0.8229036927,0.9842861295,0.9422338605,0.9639600515,0.8603957295,0.4203432382
HC_DIABLO_0051.wav,51,51,0.2616887689,0.9629930258,0.955976963,0.8688066602,0.4461746514,0.4770795016
HC_MANGA_0051.wav,51,51,0.001469372888,0.6281781197,0.002634135773,0.01581883617,0.05280461162,0.4963742271
HC_PIDIO_0052.wav,52,52,0.0001456053578,0.001509682392,0.0003479650768,0.0002714443253,0.0009831556818,0.407526163
HC_MANGA_0052.wav,52,52,2.079464821e-06,2.141143523e-05,1.340256858e-05,2.207411853e-05,3.23217173e-05,0.2786790693
HC_PERRO_0052.wav,52,52,5.50230709e-07,6.567808214e-06,1.545756959e-06,0.0004274109378,0.0005004308186,0.2163695044
HC_BURRO_0052.wav,52,52,0.006662825122,0.05002327263,0.00528924074,0.005267084576,0.0211114753,0.2020266082
HC_BARBAS_0052.wav,52,52,0.0086044278,0.03155145794,0.01213897951,0.01697221026,0.009277369827,0.3369504276
HC_TOMAS_0052.wav,52,52,0.001381508075,0.1633318514,0.0006359166,0.6302472949,0.4286786318,0.3827238716
HC_GANGA_0052.wav,52,52,4.973772593e-05,0.0005232776748,3.337650924e-05,7.167644071e-05,2.582804154e-05,0.1972909728
HC_CARMEN_0052.wav,52,52,0.130903706,0.7202491164,0.2496386319,0.6138833761,0.9336025119,0.3211346525
HC_ABLANDADA_0052.wav,52,52,0.1212199107,0.5400474072,0.4551768005,0.3501660526,0.462597549,0.3777268063
HC_CALLE_0052.wav,52,52,0.00116090721,0.01274132542,0.03421267867,0.01591329835,0.04559867457,0.3705312244
HC_DIABLO_0052.wav,52,52,0.0004976105411,0.001153771649,0.0007014032453,0.0006237680791,0.0003423123853,0.4889031705
HC_SOMBRA_0052.wav,52,52,0.0002009091404,0.000215520733,0.0001377384033,0.000266996678,0.0002950395283,0.3694938095
HC_PERRO_0053.wav,53,53,8.957464161e-05,0.0002348875423,0.0001933222666,3.961074253e-05,0.0005104865413,0.1308195335
HC_MANGA_0053.wav,53,53,1.36089775e-05,0.0002837956708,0.0002802264644,3.64098305e-05,1.346833687e-05,0.2027574036
HC_TOMAS_0053.wav,53,53,2.113762457e-05,7.496660146e-06,0.0001934020984,0.0002726231178,7.899396223e-06,0.308337801
