speaker,behav_diag,behav_symptom,behav_mass,rel_neutral,rel_sick,rel_healthy,rel_true,rel_sick_shuffled,lex_sens,flip
34,0.8824295314300591,0.9999863646290511,0.9990380853414536,0.0737006461576953,0.9997153653603742,7.664296580093871e-05,nan,0.9998339536089411,0.9996387223945733,1
34,0.9697857154391354,0.9999720219020486,0.9992581307888031,0.2909914428715929,0.9995660606732989,5.7400967055462624e-05,nan,0.9998488088746879,0.9995086597062435,1
34,0.9252312622054174,0.999974326294738,0.9986054226756096,0.030447243575252924,0.9998118465424511,1.9379944966602535e-05,nan,0.9998511555511556,0.9997924665974846,1
34,0.9626737735725025,0.9999930350136674,0.9990670010447502,0.07264121030684706,0.9999485548436154,3.096533575313708e-05,nan,0.9999097151001247,0.9999175895078624,1
34,0.9877587470074385,0.999991127009644,0.9993478171527386,0.14034309722503802,0.9999313128773968,5.1856356363506697e-05,nan,0.9998665758194555,0.9998794565210333,1
34,0.9938548651008579,0.9999945325685545,0.999074867926538,0.05749731915719873,0.9999512908386098,2.9779510316189633e-05,nan,0.9997997172594952,0.9999215113282935,1
34,0.9879461909713244,0.9999851403546473,0.9995603822171688,0.2782656996755547,0.9998499855759335,8.222424778131815e-05,nan,0.9998378016368993,0.9997677613281521,1
34,0.977022817688915,0.999985256753634,0.9993891511112452,0.3702352720867846,0.9992562861172698,0.00012151556109022114,nan,0.9998534617574647,0.9991347705561796,1
34,0.9828233981863437,0.999989042750375,0.9994231648743153,0.1602748691066598,0.9998579699040554,5.785099551289306e-05,nan,0.9999307737087519,0.9998001189085425,1
34,0.9511429110281855,0.9999782119462549,0.9990679584443569,0.21734634951518766,0.9998885162472821,8.351379111923307e-05,nan,0.9999053816481128,0.9998050024561629,1
34,0.9664107824334707,0.9999854850369947,0.9992690458893776,0.2337158043783456,0.9998546004872146,0.00018098297244452066,nan,0.999662012237207,0.9996736175147701,1
34,0.991748413229369,0.9999882451077212,0.9995245225727558,0.19194180704167355,0.99982598947426,4.470641157464604e-05,nan,0.9999430552608878,0.9997812830626854,1
36,0.9766693449112027,0.9999749196209267,0.9993189480155706,0.20690247972359302,0.9995794050420411,8.417278091454996e-05,nan,0.9997730468177031,0.9994952322611266,1
36,0.9518638287043995,0.9999737180427462,0.9990931488573551,0.13478298860349713,0.9997676791585483,8.351342810083737e-05,nan,0.9998960830813236,0.9996841657304474,1
36,0.8902955093871481,0.999982076735699,0.9991208836436272,0.15818154704947504,0.999552286348425,9.03055251566477e-05,nan,0.9997546224533135,0.9994619808232683,1
36,0.9870793972773495,0.9999857098829568,0.9989375723525882,0.1175777721418862,0.9999263088615432,4.10219516505349e-05,nan,0.9999384272388304,0.9998852869098926,1
36,0.9184815268470143,0.9999787161451668,0.9984692633152008,0.12940901104350255,0.9998831672178202,5.267243214600764e-05,nan,0.9998162093385117,0.9998304947856742,1
36,0.9504116716032969,0.9999809211524773,0.9989655911922455,0.2720341551810712,0.9998756302336841,0.00018239662294102716,nan,0.9994642089188323,0.999693233610743,1
36,0.891812108479537,0.9999704501317639,0.9988479316234589,0.2942242639614604,0.9991373853686012,0.0002252243834242113,nan,0.9992145173732189,0.998912160985177,1
36,0.9923042903744306,0.9999801606810017,0.9996467805467546,0.3886278571302299,0.9997017155331774,0.00010394140123697084,nan,0.9999008415797832,0.9995977741319405,1
36,0.800696154507448,0.9999776921686836,0.997898206114769,0.035148132623542556,0.9997884596955644,3.374723935788439e-05,nan,0.9992678141342675,0.9997547124562065,1
36,0.9207904651359352,0.9999816513082196,0.9990465268492699,0.15406440150287942,0.9997346875034467,0.0001263558996979373,nan,0.9998686416253753,0.9996083316037488,1
36,0.9854962568810224,0.9999864700996401,0.9993972023949027,0.1919417356413571,0.9998452254313396,0.00011150837849857266,nan,0.9998910979002219,0.999733717052841,1
36,0.9893473523935449,0.9999823543005893,0.9994209567084908,0.12086025828972179,0.9999061190506339,3.914553687027076e-05,nan,0.9998390613748295,0.9998669735137636,1
45,0.9883127570134628,0.9999841818298946,0.9993722615763545,0.18477646813121476,0.9997765741117264,5.7403904111671074e-05,nan,0.9998590740762106,0.9997191702076147,1
45,0.984811086168141,0.9999753092724242,0.9994079954922199,0.15611611270123768,0.9998073906675315,3.853913037625389e-05,nan,0.9999061190506339,0.9997688515371553,1
45,0.9954614576921809,0.9999919197527846,0.9994248924776912,0.12421979032958727,0.9999417028574413,4.871637121827081e-05,nan,0.9994642146147765,0.999892986486223,1
45,0.9909446990361029,0.9999895447483079,0.9994666995480657,0.17782121067951406,0.9999239707681656,3.677321621010379e-05,nan,0.9998634049277935,0.9998871975519555,1
45,0.9489177426162362,0.9999815066052918,0.9981909804046154,0.04054472528361414,0.9998557264581582,1.3850663384735478e-05,nan,0.9998546048898546,0.9998418757947735,1
45,0.967410461501269,0.999985931123708,0.9988984726369381,0.11280236763187315,0.9993487255528936,0.00010977826028359748,nan,0.9999452362125856,0.99923894729261,1
45,0.9946150541720313,0.9999861497504813,0.9996157088316977,0.3593753450821699,0.9998232486392378,4.871714638504236e-05,nan,0.999942158196444,0.9997745314928528,1
