clip,speaker,finetuned,zeroshot
300,300,0.0200234409421682,0.0637583763794425
301,301,0.0169149134308099,0.04210967562758264
302,302,0.0994702130556106,0.6794502961310905
303,303,0.0570714026689529,0.07164968760369504
304,304,0.0128212142735719,0.03317077013838889
305,305,0.0200234409421682,0.18255383231933264
306,306,0.0518454723060131,0.29457029968915127
307,307,0.0269635003060102,0.15593155946252932
308,308,0.9178933501243592,0.984114840750237
309,309,0.6992543935775757,0.9149834338203644
310,310,0.0302145890891551,0.13314765673451026
311,311,0.9658995866775512,0.9604989442453493
312,312,0.0200234409421682,0.09549637939473367
313,313,0.4416730105876922,0.9690406367526657
314,314,0.0109869437292218,0.40716458781979087
315,315,0.0216153338551521,0.12612673976875907
316,316,0.8774768114089966,0.8522100278875331
317,317,0.622459352016449,0.8671905204281921
318,318,0.0306757986545562,0.08522110346867857
319,319,0.7025300860404968,0.8990922614332196
320,320,0.3007455766201019,0.37867649801557346
321,321,0.9603611826896667,0.9756547031508478
322,322,0.6297746300697327,0.9198818118248081
323,323,0.021948255598545,0.033099353538913634
324,324,0.0236894711852073,0.037402575367588266
325,325,0.4610168039798736,0.8933457449643811
326,326,0.0177122969180345,0.03517840306211605
327,327,0.4804786741733551,0.8874994447064009
328,328,0.0226291995495557,0.05341099788960222
329,329,0.0184048917144536,0.023014551863542093
330,330,0.1192029193043708,0.6368903630812103
331,331,0.7025300860404968,0.8877399951814692
332,332,0.8856314420700073,0.9841548777256777
333,333,0.0367694646120071,0.4838361626950141
334,334,0.0216153338551521,0.1258455512372126
335,335,0.0222861878573894,0.056728511097437644
336,336,0.0695417448878288,0.2458329706505735
337,337,0.6959583163261414,0.9324998191264083
338,338,0.16667540371418,0.8175077569955473
339,339,0.1688569635152816,0.8740536761532703
340,340,0.0346188396215438,0.07166395543697283
341,341,0.0460339002311229,0.11939404851642772
343,343,0.4921881258487701,0.8354601389523022
344,344,0.1824255138635635,0.7310271575186259
345,345,0.6619228720664978,0.9688741846136737
346,346,0.9773707389831544,0.9867983625478944
