clip,speaker,score
conflict_301_c000010,301,0.1646132290669454
conflict_301_c000015,301,0.2228549089532157
conflict_302_c000036,302,0.5624690980370193
conflict_302_c000040,302,0.5470325237990288
conflict_303_c000064,303,0.4690106590047143
conflict_306_c000146,306,0.7433886070276707
conflict_306_c000148,306,0.2569745565558849
conflict_306_c000149,306,0.5314132401650804
conflict_307_c000157,307,0.6793482797866038
conflict_307_c000159,307,0.321039829752489
conflict_307_c000162,307,0.1260125029635332
conflict_307_c000176,307,0.5314899409612931
conflict_308_c000181,308,0.1260322364525337
conflict_308_c000182,308,0.156214311702266
conflict_308_c000185,308,0.3209795348015029
conflict_308_c000186,308,0.1825097996394437
conflict_308_c000187,308,0.2228210300763977
conflict_311_c000251,311,0.2691000030916254
conflict_312_c000260,312,0.40753583255791
conflict_314_c000291,314,0.1646350717239168
conflict_314_c000293,314,0.3075942886943605
conflict_314_c000296,314,0.1404163944027208
conflict_314_c000312,314,0.7775323345319627
conflict_314_c000325,314,0.1330827369687064
conflict_315_c000333,315,0.2338562831053796
conflict_315_c000335,315,0.1825850440277012
conflict_315_c000337,315,0.3347761291714604
conflict_315_c000344,315,0.5625022315886767
conflict_315_c000345,315,0.3632267315437957
conflict_318_c000389,318,0.334924726158363
conflict_321_c000428,321,0.0804309329206933
conflict_321_c000434,321,0.0901496489153515
conflict_321_c000441,321,0.2815888126916551
conflict_323_c000475,323,0.1825888200984487
conflict_323_c000480,323,0.4690856884436228
conflict_327_c000548,327,0.2570368088988444
conflict_328_c000562,328,0.1128983396703313
conflict_328_c000563,328,0.531341778335258
conflict_328_c000564,328,0.1404087545964041
conflict_329_c000589,329,0.0901684959231127
conflict_332_c000642,332,0.3211562279576441
conflict_332_c000644,332,0.0804199016063847
conflict_332_c000649,332,0.978427005323695
conflict_332_c000654,332,0.1404228334071924
conflict_332_c000656,332,0.0534569245083168
conflict_338_c000810,338,0.1562888906371046
conflict_338_c000820,338,0.0567151312862712
conflict_338_c000821,338,0.7059161724470875
conflict_338_c000822,338,0.0954333248465167
conflict_338_c000824,338,0.0675910112242705
conflict_338_c000825,338,0.0566743823014733
conflict_340_c000847,340,0.192138205432671
conflict_345_c000931,345,0.0601479692891768
conflict_345_c000932,345,0.1009626521737716
conflict_345_c000935,345,0.3347742412740395
conflict_345_c000939,345,0.1404323205338872
conflict_345_c000940,345,0.0675818528288641
conflict_345_c000941,345,0.1192791775147346
conflict_345_c000942,345,0.0716233630975096
conflict_345_c000947,345,0.893397009457397
conflict_345_c000948,345,0.112850863728982
conflict_345_c000949,345,0.2943882133327656
conflict_345_c000952,345,0.8873477782761074
conflict_345_c000953,345,0.0804013526106693
conflict_346_c000954,346,0.1009702647765904
conflict_346_c000956,346,0.2121938549352138
conflict_346_c000957,346,0.1825620934001594
conflict_346_c000971,346,0.1920644458253897
conflict_346_c000972,346,0.4380723363908854
conflict_346_c000974,346,0.2691197287770109
conflict_346_c000982,346,0.2453061589112245
conflict_346_c000983,346,0.4533899740355193
conflict_346_c000984,346,0.1646190156145016
conflict_346_c000985,346,0.2569751378942908
conflict_346_c000986,346,0.1193222869624689
conflict_347_c000988,347,0.1193429322767457
conflict_347_c000990,347,0.1562105629526211
conflict_347_c000993,347,0.2019734168274151
conflict_347_c000995,347,0.1733969019109447
conflict_348_c001000,348,0.1129369206752083
conflict_348_c001001,348,0.1404531726541853
conflict_348_c001005,348,0.0637557903779793
conflict_348_c001006,348,0.1825704482317019
conflict_348_c001007,348,0.0851595620578964
conflict_348_c001013,348,0.0503553990744322
conflict_348_c001014,348,0.2691569504787625
conflict_354_c001129,354,0.2338278826849872
conflict_354_c001131,354,0.2019897749302045
conflict_354_c001137,354,0.1404462958347414
conflict_362_c001260,362,0.1482180669151693
conflict_362_c001263,362,0.2570178784216394
conflict_362_c001265,362,0.2228264806112007
conflict_362_c001266,362,0.2019770953104077
conflict_362_c001268,362,0.3631180524924427
conflict_362_c001271,362,0.4076014403190357
conflict_363_c001278,363,0.1562104171475501
conflict_363_c001284,363,0.1128800059433222
conflict_363_c001285,363,0.3209803265877673
conflict_363_c001288,363,0.5158570497071481
conflict_363_c001290,363,0.5624633953093782
conflict_363_c001295,363,0.8873090510780476
conflict_363_c001296,363,0.4534352414579436
conflict_364_c001302,364,0.1921059834947992
conflict_364_c001308,364,0.2019453721129395
conflict_364_c001309,364,0.1259962205658226
conflict_364_c001310,364,0.3777144603624121
conflict_366_c001416,366,0.2691046215737282
conflict_366_c001417,366,0.1826164756153086
conflict_366_c001423,366,0.269057223937389
conflict_366_c001429,366,0.2122109008313155
conflict_366_c001430,366,0.2815738921875036
conflict_367_c001447,367,0.0804115555032039
conflict_367_c001473,367,0.320979787147601
conflict_367_c001474,367,0.2569747936269595
conflict_367_c001475,367,0.1330467304818467
conflict_367_c001477,367,0.1192717978812569
conflict_367_c001478,367,0.2338881783603741
conflict_369_c001515,369,0.0447030861999541
conflict_369_c001522,369,0.4075407755249688
conflict_370_c001551,370,0.2018861948831416
conflict_370_c001553,370,0.3777621850103554
conflict_370_c001561,370,0.2228484344581381
conflict_374_c001666,374,0.1404564418342927
conflict_374_c001668,374,0.4534586568061178
conflict_374_c001669,374,0.4076605635489634
conflict_374_c001670,374,0.4848105513331204
conflict_374_c001673,374,0.9242385453966752
conflict_374_c001676,374,0.4076568337412227
conflict_374_c001684,374,0.1481701864338274
conflict_377_c001732,377,0.1647267832701202
conflict_377_c001737,377,0.201926096970905
conflict_377_c001738,377,0.1067671812739191
conflict_377_c001739,377,0.1734267827122446
conflict_377_c001742,377,0.1192680484125002
conflict_377_c001747,377,0.1192757962682258
conflict_377_c001754,377,0.1330628911322136
conflict_377_c001763,377,0.7188567568029235
conflict_377_c001766,377,0.1825821961268257
conflict_378_c001777,378,0.2944267192154269
conflict_379_c001803,379,0.2690616878459575
conflict_379_c001811,379,0.1733976689062064
conflict_379_c001815,379,0.1920678234300017
conflict_381_c001881,381,0.5315004361875566
conflict_381_c001894,381,0.1920741233693928
conflict_381_c001895,381,0.1009510785267468
conflict_381_c001896,381,0.1192697890530869
conflict_381_c001897,381,0.0474500008649763
conflict_381_c001898,381,0.2020273897855222
conflict_381_c001900,381,0.2569954338704722
conflict_381_c001901,381,0.245276928330395
conflict_381_c001905,381,0.1193202264078078
conflict_382_c001924,382,0.1192880272188243
conflict_384_c001964,384,0.0759349736804038
conflict_384_c001965,384,0.2019751749847127
conflict_384_c001966,384,0.1009483472653861
conflict_384_c001984,384,0.8082049664373814
conflict_384_c001985,384,0.1330510076811348
conflict_387_c002031,387,0.3347945938089188
conflict_392_c002114,392,0.4380223484951139
conflict_392_c002121,392,0.3075637726746785
conflict_392_c002122,392,0.4689776647132541
conflict_403_c002308,403,0.085168325136031
conflict_403_c002310,403,0.3075379176717015
conflict_404_c002331,404,0.1562508292199329
conflict_404_c002336,404,0.8440618843134232
conflict_405_c002350,405,0.1128820212866011
conflict_405_c002351,405,0.1404975544710562
conflict_405_c002353,405,0.0954159897135705
conflict_405_c002354,405,0.1067550185677893
conflict_405_c002356,405,0.2019694430096813
conflict_405_c002357,405,0.182577292843335
conflict_405_c002358,405,0.2943703300610287
