clip,speaker,score
conflict_301_c000010,301,0.9777128777452612
conflict_301_c000015,301,0.9996229271082802
conflict_302_c000036,302,0.999116880144822
conflict_302_c000040,302,0.9991895577572244
conflict_303_c000064,303,0.9873739139683908
conflict_306_c000146,306,0.9992444430337712
conflict_306_c000148,306,0.982556231895452
conflict_306_c000149,306,0.9983254083558069
conflict_307_c000157,307,0.980128740310934
conflict_307_c000159,307,0.9629499190241486
conflict_307_c000162,307,0.5311883275694134
conflict_307_c000176,307,0.9918114414720136
conflict_308_c000181,308,0.9704640229840692
conflict_308_c000182,308,0.7853091219209893
conflict_308_c000185,308,0.9980731537585856
conflict_308_c000186,308,0.9851563218451634
conflict_308_c000187,308,0.6548939423698623
conflict_311_c000251,311,0.9591513296091708
conflict_312_c000260,312,0.9986540587408774
conflict_314_c000291,314,0.6224584245915866
conflict_314_c000293,314,0.996777318018553
conflict_314_c000296,314,0.0417766204107523
conflict_314_c000312,314,0.9986851773253852
conflict_314_c000325,314,0.9759449861432238
conflict_315_c000333,315,0.9951322351781424
conflict_315_c000335,315,0.9980880328989048
conflict_315_c000337,315,0.9975464852124962
conflict_315_c000344,315,0.9991831995256608
conflict_315_c000345,315,0.9979330642801628
conflict_318_c000389,318,0.989590920799722
conflict_321_c000428,321,0.9262962344719656
conflict_321_c000434,321,0.7799868341342071
conflict_321_c000441,321,0.9407881945855548
conflict_323_c000475,323,0.9813097797946022
conflict_323_c000480,323,0.9972636666602794
conflict_327_c000548,327,0.9976946507118144
conflict_328_c000562,328,0.9946147640866289
conflict_328_c000563,328,0.9960543788525184
conflict_328_c000564,328,0.9862571316314906
conflict_329_c000589,329,0.8714656891338011
conflict_332_c000642,332,0.9700110011685982
conflict_332_c000644,332,0.9284045939158818
conflict_332_c000649,332,0.9993279753391502
conflict_332_c000654,332,0.9973059341785118
conflict_332_c000656,332,0.4960789683458186
conflict_338_c000810,338,0.9403500139887632
conflict_338_c000820,338,0.8871996451998907
conflict_338_c000821,338,0.9952809477174852
conflict_338_c000822,338,0.9461969643726752
