clip,speaker,arm,is_conflict,is_agreement,score
conflict_301_c000010,301,conflict,True,False,0.6616517514397835
conflict_301_c000015,301,conflict,True,False,0.6639693415310965
conflict_302_c000036,302,conflict,True,False,0.6803004443696895
conflict_302_c000040,302,conflict,True,False,0.6372151695185166
conflict_303_c000064,303,conflict,True,False,0.4814919938096113
conflict_306_c000146,306,conflict,True,False,0.5004729479307604
conflict_306_c000148,306,conflict,True,False,0.4006627202041223
conflict_306_c000149,306,conflict,True,False,0.5292835839851281
conflict_307_c000157,307,conflict,True,False,0.5915641271797168
conflict_307_c000159,307,conflict,True,False,0.5819059347263821
conflict_307_c000162,307,conflict,True,False,0.5446183119654129
conflict_307_c000176,307,conflict,True,False,0.5895976258639826
conflict_308_c000181,308,conflict,True,False,0.5688665453361619
conflict_308_c000182,308,conflict,True,False,0.4139753557986415
conflict_308_c000185,308,conflict,True,False,0.5119990574220096
conflict_308_c000186,308,conflict,True,False,0.4518123410878035
conflict_308_c000187,308,conflict,True,False,0.5516133763203706
conflict_311_c000251,311,conflict,True,False,0.6165907669776901
conflict_312_c000260,312,conflict,True,False,0.6019296699683536
conflict_314_c000291,314,conflict,True,False,0.6024846364489211
conflict_314_c000293,314,conflict,True,False,0.615553668127029
conflict_314_c000296,314,conflict,True,False,0.6199106782898084
conflict_314_c000312,314,conflict,True,False,0.5716411152360249
conflict_314_c000325,314,conflict,True,False,0.6394164141374492
conflict_315_c000333,315,conflict,True,False,0.6964074749455498
conflict_315_c000335,315,conflict,True,False,0.7109541167047068
conflict_315_c000337,315,conflict,True,False,0.7123240431083039
conflict_315_c000344,315,conflict,True,False,0.7096962429487355
conflict_315_c000345,315,conflict,True,False,0.6491149698974048
conflict_318_c000389,318,conflict,True,False,0.6158865082869487
conflict_321_c000428,321,conflict,True,False,0.629925886506777
conflict_321_c000434,321,conflict,True,False,0.602910577151717
conflict_321_c000441,321,conflict,True,False,0.6175482653668617
conflict_323_c000475,323,conflict,True,False,0.6050799031861286
conflict_323_c000480,323,conflict,True,False,0.5689256656251722
conflict_327_c000548,327,conflict,True,False,0.630572617557121
conflict_328_c000562,328,conflict,True,False,0.417636816196647
conflict_328_c000563,328,conflict,True,False,0.5773118385066571
conflict_328_c000564,328,conflict,True,False,0.6246647005823337
conflict_329_c000589,329,conflict,True,False,0.6930516988246119
conflict_332_c000642,332,conflict,True,False,0.6529236263906386
conflict_332_c000644,332,conflict,True,False,0.6799849764916024
conflict_332_c000649,332,conflict,True,False,0.6314041539551329
conflict_332_c000654,332,conflict,True,False,0.6640199475127916
