clip,speaker,arm,is_conflict,is_agreement,score
conflict_301_c000010,301,conflict,True,False,0.1646132290669454
conflict_301_c000015,301,conflict,True,False,0.2228549089532157
conflict_302_c000036,302,conflict,True,False,0.5624690980370193
conflict_302_c000040,302,conflict,True,False,0.5470325237990288
conflict_303_c000064,303,conflict,True,False,0.4690106590047143
conflict_306_c000146,306,conflict,True,False,0.7433886070276707
conflict_306_c000148,306,conflict,True,False,0.2569745565558849
conflict_306_c000149,306,conflict,True,False,0.5314132401650804
conflict_307_c000157,307,conflict,True,False,0.6793482797866038
conflict_307_c000159,307,conflict,True,False,0.321039829752489
conflict_307_c000162,307,conflict,True,False,0.1260125029635332
conflict_307_c000176,307,conflict,True,False,0.5314899409612931
conflict_308_c000181,308,conflict,True,False,0.1260322364525337
conflict_308_c000182,308,conflict,True,False,0.156214311702266
conflict_308_c000185,308,conflict,True,False,0.3209795348015029
conflict_308_c000186,308,conflict,True,False,0.1825097996394437
conflict_308_c000187,308,conflict,True,False,0.2228210300763977
conflict_311_c000251,311,conflict,True,False,0.2691000030916254
conflict_312_c000260,312,conflict,True,False,0.40753583255791
conflict_314_c000291,314,conflict,True,False,0.1646350717239168
conflict_314_c000293,314,conflict,True,False,0.3075942886943605
conflict_314_c000296,314,conflict,True,False,0.1404163944027208
conflict_314_c000312,314,conflict,True,False,0.7775323345319627
conflict_314_c000325,314,conflict,True,False,0.1330827369687064
conflict_315_c000333,315,conflict,True,False,0.2338562831053796
conflict_315_c000335,315,conflict,True,False,0.1825850440277012
conflict_315_c000337,315,conflict,True,False,0.3347761291714604
conflict_315_c000344,315,conflict,True,False,0.5625022315886767
conflict_315_c000345,315,conflict,True,False,0.3632267315437957
conflict_318_c000389,318,conflict,True,False,0.334924726158363
conflict_321_c000428,321,conflict,True,False,0.0804309329206933
conflict_321_c000434,321,conflict,True,False,0.0901496489153515
conflict_321_c000441,321,conflict,True,False,0.2815888126916551
conflict_323_c000475,323,conflict,True,False,0.1825888200984487
conflict_323_c000480,323,conflict,True,False,0.4690856884436228
conflict_327_c000548,327,conflict,True,False,0.2570368088988444
conflict_328_c000562,328,conflict,True,False,0.1128983396703313
conflict_328_c000563,328,conflict,True,False,0.531341778335258
conflict_328_c000564,328,conflict,True,False,0.1404087545964041
conflict_329_c000589,329,conflict,True,False,0.0901684959231127
conflict_332_c000642,332,conflict,True,False,0.3211562279576441
conflict_332_c000644,332,conflict,True,False,0.0804199016063847
conflict_332_c000649,332,conflict,True,False,0.978427005323695
conflict_332_c000654,332,conflict,True,False,0.1404228334071924
conflict_332_c000656,332,conflict,True,False,0.0534569245083168
conflict_338_c000810,338,conflict,True,False,0.1562888906371046
conflict_338_c000820,338,conflict,True,False,0.0567151312862712
conflict_338_c000821,338,conflict,True,False,0.7059161724470875
conflict_338_c000822,338,conflict,True,False,0.0954333248465167
conflict_338_c000824,338,conflict,True,False,0.0675910112242705
conflict_338_c000825,338,conflict,True,False,0.0566743823014733
conflict_340_c000847,340,conflict,True,False,0.192138205432671
conflict_345_c000931,345,conflict,True,False,0.0601479692891768
conflict_345_c000932,345,conflict,True,False,0.1009626521737716
conflict_345_c000935,345,conflict,True,False,0.3347742412740395
conflict_345_c000939,345,conflict,True,False,0.1404323205338872
conflict_345_c000940,345,conflict,True,False,0.0675818528288641
conflict_345_c000941,345,conflict,True,False,0.1192791775147346
conflict_345_c000942,345,conflict,True,False,0.0716233630975096
conflict_345_c000947,345,conflict,True,False,0.893397009457397
conflict_345_c000948,345,conflict,True,False,0.112850863728982
conflict_345_c000949,345,conflict,True,False,0.2943882133327656
conflict_345_c000952,345,conflict,True,False,0.8873477782761074
conflict_345_c000953,345,conflict,True,False,0.0804013526106693
conflict_346_c000954,346,conflict,True,False,0.1009702647765904
conflict_346_c000956,346,conflict,True,False,0.2121938549352138
conflict_346_c000957,346,conflict,True,False,0.1825620934001594
conflict_346_c000971,346,conflict,True,False,0.1920644458253897
conflict_346_c000972,346,conflict,True,False,0.4380723363908854
conflict_346_c000974,346,conflict,True,False,0.2691197287770109
conflict_346_c000982,346,conflict,True,False,0.2453061589112245
conflict_346_c000983,346,conflict,True,False,0.4533899740355193
conflict_346_c000984,346,conflict,True,False,0.1646190156145016
conflict_346_c000985,346,conflict,True,False,0.2569751378942908
conflict_346_c000986,346,conflict,True,False,0.1193222869624689
conflict_347_c000988,347,conflict,True,False,0.1193429322767457
conflict_347_c000990,347,conflict,True,False,0.1562105629526211
conflict_347_c000993,347,conflict,True,False,0.2019734168274151
conflict_347_c000995,347,conflict,True,False,0.1733969019109447
conflict_348_c001000,348,conflict,True,False,0.1129369206752083
conflict_348_c001001,348,conflict,True,False,0.1404531726541853
conflict_348_c001005,348,conflict,True,False,0.0637557903779793
conflict_348_c001006,348,conflict,True,False,0.1825704482317019
conflict_348_c001007,348,conflict,True,False,0.0851595620578964
