clip,speaker,arm,is_conflict,is_agreement,score
conflict_301_c000010,301,conflict,True,False,0.5602014869808666
conflict_301_c000015,301,conflict,True,False,0.8150455416101392
conflict_302_c000036,302,conflict,True,False,0.9317567177902968
conflict_302_c000040,302,conflict,True,False,0.9939386607000184
conflict_303_c000064,303,conflict,True,False,0.8551270343034916
conflict_306_c000146,306,conflict,True,False,0.856605702315992
conflict_306_c000148,306,conflict,True,False,0.4958736899613686
conflict_306_c000149,306,conflict,True,False,0.9720179022937636
conflict_307_c000157,307,conflict,True,False,0.7272465457297002
conflict_307_c000159,307,conflict,True,False,0.8634906786458135
conflict_307_c000162,307,conflict,True,False,0.2884238109517001
conflict_307_c000176,307,conflict,True,False,0.9556813483079496
conflict_308_c000181,308,conflict,True,False,0.6216361324774599
conflict_308_c000182,308,conflict,True,False,0.2027344869942124
conflict_308_c000185,308,conflict,True,False,0.9664588989042872
conflict_308_c000186,308,conflict,True,False,0.7773434723977315
conflict_308_c000187,308,conflict,True,False,0.9406882943202166
conflict_311_c000251,311,conflict,True,False,0.9923198448531648
conflict_312_c000260,312,conflict,True,False,0.2926324543893825
conflict_314_c000291,314,conflict,True,False,0.8921765884044839
conflict_314_c000293,314,conflict,True,False,0.9321155506851676
conflict_314_c000296,314,conflict,True,False,0.3732611951805509
conflict_314_c000312,314,conflict,True,False,0.815392428277179
conflict_314_c000325,314,conflict,True,False,0.7050819528843276
conflict_315_c000333,315,conflict,True,False,0.9292748709787944
conflict_315_c000335,315,conflict,True,False,0.9633789515253384
conflict_315_c000337,315,conflict,True,False,0.9305075758783684
conflict_315_c000344,315,conflict,True,False,0.9939690430487224
conflict_315_c000345,315,conflict,True,False,0.9913336681337416
conflict_318_c000389,318,conflict,True,False,0.6769416168188345
conflict_321_c000428,321,conflict,True,False,0.4989960870943999
conflict_321_c000434,321,conflict,True,False,0.9923673190327732
conflict_321_c000441,321,conflict,True,False,0.9764996156963828
conflict_323_c000475,323,conflict,True,False,0.32063928659852
conflict_323_c000480,323,conflict,True,False,0.8581305851193297
conflict_327_c000548,327,conflict,True,False,0.8665781845292678
conflict_328_c000562,328,conflict,True,False,0.4622647273660074
conflict_328_c000563,328,conflict,True,False,0.4066203071264423
conflict_328_c000564,328,conflict,True,False,0.7962596757545339
conflict_329_c000589,329,conflict,True,False,0.7545276050013796
conflict_332_c000642,332,conflict,True,False,0.9914059459482296
conflict_332_c000644,332,conflict,True,False,0.9940439615172684
conflict_332_c000649,332,conflict,True,False,0.9930761946016176
conflict_332_c000654,332,conflict,True,False,0.981685436638362
conflict_332_c000656,332,conflict,True,False,0.4066383655235613
