clip,speaker,arm,is_conflict,is_agreement,score
conflict_301_c000010,301,conflict,True,False,0.5935074971553204
conflict_301_c000015,301,conflict,True,False,0.3517434424140244
conflict_302_c000036,302,conflict,True,False,0.5934818878075723
conflict_302_c000040,302,conflict,True,False,0.8672176679526326
conflict_303_c000064,303,conflict,True,False,0.6227053488367513
conflict_306_c000146,306,conflict,True,False,0.817680743646679
conflict_306_c000148,306,conflict,True,False,0.29712482883623
conflict_306_c000149,306,conflict,True,False,0.6813790072095842
conflict_307_c000157,307,conflict,True,False,0.8526868392698355
conflict_307_c000159,307,conflict,True,False,0.6794530221433793
conflict_307_c000162,307,conflict,True,False,0.2239015099984063
conflict_307_c000176,307,conflict,True,False,0.7312724288671328
conflict_308_c000181,308,conflict,True,False,0.7775272570585873
conflict_308_c000182,308,conflict,True,False,0.5628036647014442
conflict_308_c000185,308,conflict,True,False,0.6794846084484463
conflict_308_c000186,308,conflict,True,False,0.3791174396592186
conflict_308_c000187,308,conflict,True,False,0.500219547435493
conflict_311_c000251,311,conflict,True,False,0.1330346849528605
conflict_312_c000260,312,conflict,True,False,0.731158931587556
conflict_314_c000291,314,conflict,True,False,0.4087595671431362
conflict_314_c000293,314,conflict,True,False,0.4380562887028068
conflict_314_c000296,314,conflict,True,False,0.0534349033931467
conflict_314_c000312,314,conflict,True,False,0.979694750530514
conflict_314_c000325,314,conflict,True,False,0.2452457592567737
conflict_315_c000333,315,conflict,True,False,0.5627323596099743
conflict_315_c000335,315,conflict,True,False,0.2456452881734404
conflict_315_c000337,315,conflict,True,False,0.6525243418467523
conflict_315_c000344,315,conflict,True,False,0.7986040843026305
conflict_315_c000345,315,conflict,True,False,0.5034730033267437
conflict_318_c000389,318,conflict,True,False,0.4385640463905954
conflict_321_c000428,321,conflict,True,False,0.4691271152953684
conflict_321_c000434,321,conflict,True,False,0.8808642791809966
conflict_321_c000441,321,conflict,True,False,0.8178080100319653
conflict_323_c000475,323,conflict,True,False,0.2241897302093985
conflict_323_c000480,323,conflict,True,False,0.7312217955530588
conflict_327_c000548,327,conflict,True,False,0.8672258703871142
conflict_328_c000562,328,conflict,True,False,0.2483241843252832
conflict_328_c000563,328,conflict,True,False,0.5933401769004956
conflict_328_c000564,328,conflict,True,False,0.378232241928149
conflict_329_c000589,329,conflict,True,False,0.2019763374307827
