clip,speaker,finetuned,zeroshot
S001.wav,S001,0.9149009585380554,0.3632881689271144
S002.wav,S002,0.9884918928146362,0.2693269906304305
S003.wav,S003,0.0420877262949943,0.2817777023359973
S004.wav,S004,0.8438951373100281,0.1921813519483138
S005.wav,S005,0.314050555229187,0.2945949044829833
S006.wav,S006,0.6791787147521973,0.4230144824744104
S007.wav,S007,0.3998116552829742,0.1920931369070374
S009.wav,S009,0.0222861878573894,0.1647250470763672
S011.wav,S011,0.6297746300697327,0.4229685766787573
S012.wav,S012,0.0503306314349174,0.2340278155920546
S013.wav,S013,0.5774953961372375,0.3779030022112996
S015.wav,S015,0.177810862660408,0.2945460299351286
S016.wav,S016,0.2173375189304351,0.321246363372769
S017.wav,S017,0.3557748794555664,0.3490444450355397
S018.wav,S018,0.0736962705850601,0.3927769537225207
S019.wav,S019,0.8267117738723755,0.3349517014493455
S020.wav,S020,0.2337063401937484,0.3349690531207633
S021.wav,S021,0.0255652125924825,0.2124609314120047
S024.wav,S024,0.2877678275108337,0.3350470832278703
S025.wav,S025,0.3208213150501251,0.2693005295420525
S027.wav,S027,0.1688569635152816,0.2945522534328585
S028.wav,S028,0.665410578250885,0.3490577188687807
S029.wav,S029,0.0390482917428016,0.469292962204016
S030.wav,S030,0.9893474578857422,0.3926679320160164
S032.wav,S032,0.0534033328294754,0.2229355092467111
S033.wav,S033,0.160266026854515,0.3211862445898034
S034.wav,S034,0.0325897447764873,0.2454151302666345
S035.wav,S035,0.4148988127708435,0.3349973463465677
S036.wav,S036,0.9942697286605836,0.4848108876908107
S038.wav,S038,0.0926877781748771,0.2692032883510494
S039.wav,S039,0.0875638499855995,0.3490246153664009
S040.wav,S040,0.6926419734954834,0.2453848621937746
S041.wav,S041,0.0122412759810686,0.2229887311466292
S043.wav,S043,0.0488577783107757,0.2453561613100204
S048.wav,S048,0.1159607097506523,0.3076817400392742
S049.wav,S049,0.3276683092117309,0.4847726024432592
S051.wav,S051,0.0758581757545471,0.3633684368118757
S052.wav,S052,0.0637149959802627,0.1826985700756666
S055.wav,S055,0.314050555229187,0.3077317111521389
S056.wav,S056,0.0373268835246562,0.26920344643089
S058.wav,S058,0.1480471938848495,0.3490020709461766
S059.wav,S059,0.0396388433873653,0.2571953365450229
S061.wav,S061,0.0103281531482934,0.2340140686211114
S062.wav,S062,0.9416541457176208,0.2570703641720715
S063.wav,S063,0.0736962705850601,0.3349786905982991
S064.wav,S064,0.4843800961971283,0.2571319598469092
S067.wav,S067,0.0212873518466949,0.2020277553959489
S068.wav,S068,0.2450850158929824,0.4229708900924156
S070.wav,S070,0.3415825068950653,0.2571809995574386
S071.wav,S071,0.2450850158929824,0.3633308741552047
S072.wav,S072,0.0875638499855995,0.2817357584396384
S073.wav,S073,0.4687906503677368,0.3778347065871359
S076.wav,S076,0.637030839920044,0.3632956335501637
S077.wav,S077,0.4843800961971283,0.2020352542650166
S079.wav,S079,0.2568320035934448,0.3927111039257924
S080.wav,S080,0.9553191661834716,0.2944668059006189
S081.wav,S081,0.0474258735775947,0.2229227186550887
S082.wav,S082,0.8807970285415649,0.438185539980294
S083.wav,S083,0.0566524267196655,0.2020426797970236
S084.wav,S084,0.2068940550088882,0.3489892412232609
S086.wav,S086,0.7371581792831421,0.3076407957232926
S087.wav,S087,0.975576877593994,0.3349266774763235
S089.wav,S089,0.9481545686721802,0.245342685110991
S090.wav,S090,0.4148988127708435,0.3633180321167611
S092.wav,S092,0.222700148820877,0.3633418226474433
S093.wav,S093,0.3702253699302673,0.3780115410112077
S094.wav,S094,0.4843800961971283,0.3489864796483583
S095.wav,S095,0.9688562154769896,0.2453162876901386
S096.wav,S096,0.0926877781748771,0.1825987458320745
S097.wav,S097,0.0474258735775947,0.2453312408121836
S100.wav,S100,0.8633915781974792,0.3490003658957205
S101.wav,S101,0.9284088015556335,0.1734092830560935
S103.wav,S103,0.951142191886902,0.3210900398879312
S104.wav,S104,0.990874409675598,0.4537624343983809
S107.wav,S107,0.8670357465744019,0.4847325169390957
S108.wav,S108,0.896251380443573,0.3077366578370363
S110.wav,S110,0.5851011276245117,0.3211423824329207
S111.wav,S111,0.9149009585380554,0.3077496700077259
S114.wav,S114,0.4532618820667267,0.3077304048224759
S116.wav,S116,0.3923368453979492,0.3633393642978877
S118.wav,S118,0.9465966820716858,0.4848259059462846
S122.wav,S122,0.0627892017364502,0.2817242178959914
S124.wav,S124,0.859663724899292,0.3349979477435091
S125.wav,S125,0.7431679368019104,0.3076210820565923
S126.wav,S126,0.9196425676345824,0.4228475829909885
S127.wav,S127,0.5078118443489075,0.3489859769225051
S128.wav,S128,0.1645164489746093,0.1735472084257349
S129.wav,S129,0.2877678275108337,0.4847619391248741
S130.wav,S130,0.9891815781593324,0.3489484012007242
S132.wav,S132,0.3073580265045166,0.3632939974985681
S135.wav,S135,0.9911527037620544,0.5930697524598315
S136.wav,S136,0.562176525592804,0.4692068066363665
S137.wav,S137,0.3486451506614685,0.3778407347809706
S138.wav,S138,0.8740772008895874,0.4076925474294828
S139.wav,S139,0.8991213440895081,0.257104044224793
S140.wav,S140,0.8670357465744019,0.438356415299329
S141.wav,S141,0.8128673434257507,0.4229258603627218
S142.wav,S142,0.9802808165550232,0.4691557100095705
S143.wav,S143,0.9241418242454528,0.3633656321003786
S144.wav,S144,0.6513549089431763,0.2691875107180196
S145.wav,S145,0.8933094143867493,0.3926403976692234
S148.wav,S148,0.9805806875228882,0.4230022291659983
S149.wav,S149,0.8933094143867493,0.3928074652506992
S150.wav,S150,0.3345894515514374,0.4229548171988492
S151.wav,S151,0.4921881258487701,0.2229323225176461
S153.wav,S153,0.9324532747268676,0.3490026124631926
S154.wav,S154,0.0792103260755539,0.2693267437982038
S156.wav,S156,0.5078118443489075,0.3076578819972421
S160.wav,S160,0.0656048282980918,0.1482890815689801
S161.wav,S161,0.177810862660408,0.2572060381273385
S162.wav,S162,0.177810862660408,0.2339604586622082
S163.wav,S163,0.0306757986545562,0.2123765526845249
S164.wav,S164,0.160266026854515,0.3779988863305007
S165.wav,S165,0.9886682629585266,0.3350134418145901
S166.wav,S166,0.0474258735775947,0.1826502842374106
S167.wav,S167,0.4843800961971283,0.3633439479900187
S168.wav,S168,0.2393493503332138,0.5316516293078637
S169.wav,S169,0.8740772008895874,0.5159992060228661
S170.wav,S170,0.314050555229187,0.2817292701361863
S171.wav,S171,0.2018132209777832,0.2452883434353932
S172.wav,S172,0.029760094359517,0.2817030243342401
S173.wav,S173,0.109705775976181,0.3633193132434395
S174.wav,S174,0.0233307685703039,0.2692924644785646
S175.wav,S175,0.6150878667831421,0.484869518484236
S176.wav,S176,0.2689414322376251,0.3779718294509555
S177.wav,S177,0.3849121630191803,0.281733380327725
S178.wav,S178,0.0510827377438545,0.1734994508449109
S179.wav,S179,0.7826625108718872,0.2571831509100571
S180.wav,S180,0.2628418505191803,0.3210727888668676
S181.wav,S181,0.5,0.2691725153695244
S182.wav,S182,0.9763104915618896,0.3077751066985784
S183.wav,S183,0.1919327974319458,0.2817023020286672
S184.wav,S184,0.0780781581997871,0.2122428421914385
S185.wav,S185,0.7981867790222168,0.2339762485707062
S186.wav,S186,0.1294027268886566,0.2692574916124333
S187.wav,S187,0.9840936064720154,0.4691114954112839
S188.wav,S188,0.8991213440895081,0.2817088596595663
S189.wav,S189,0.8933094143867493,0.3076978121470465
S190.wav,S190,0.9945307374000548,0.257103817559047
S191.wav,S191,0.985936403274536,0.3076588637589358
S192.wav,S192,0.9930961728096008,0.3489905253237715
