clip,speaker,score
conflict_301_c000010,301,0.5602014869808666
conflict_301_c000015,301,0.8150455416101392
conflict_302_c000036,302,0.9317567177902968
conflict_302_c000040,302,0.9939386607000184
conflict_303_c000064,303,0.8551270343034916
conflict_306_c000146,306,0.856605702315992
conflict_306_c000148,306,0.4958736899613686
conflict_306_c000149,306,0.9720179022937636
conflict_307_c000157,307,0.7272465457297002
conflict_307_c000159,307,0.8634906786458135
conflict_307_c000162,307,0.2884238109517001
conflict_307_c000176,307,0.9556813483079496
conflict_308_c000181,308,0.6216361324774599
conflict_308_c000182,308,0.2027344869942124
conflict_308_c000185,308,0.9664588989042872
conflict_308_c000186,308,0.7773434723977315
conflict_308_c000187,308,0.9406882943202166
conflict_311_c000251,311,0.9923198448531648
conflict_312_c000260,312,0.2926324543893825
conflict_314_c000291,314,0.8921765884044839
conflict_314_c000293,314,0.9321155506851676
conflict_314_c000296,314,0.3732611951805509
conflict_314_c000312,314,0.815392428277179
conflict_314_c000325,314,0.7050819528843276
conflict_315_c000333,315,0.9292748709787944
conflict_315_c000335,315,0.9633789515253384
conflict_315_c000337,315,0.9305075758783684
conflict_315_c000344,315,0.9939690430487224
conflict_315_c000345,315,0.9913336681337416
conflict_318_c000389,318,0.6769416168188345
conflict_321_c000428,321,0.4989960870943999
conflict_321_c000434,321,0.9923673190327732
conflict_321_c000441,321,0.9764996156963828
conflict_323_c000475,323,0.32063928659852
conflict_323_c000480,323,0.8581305851193297
conflict_327_c000548,327,0.8665781845292678
conflict_328_c000562,328,0.4622647273660074
conflict_328_c000563,328,0.4066203071264423
conflict_328_c000564,328,0.7962596757545339
conflict_329_c000589,329,0.7545276050013796
conflict_332_c000642,332,0.9914059459482296
conflict_332_c000644,332,0.9940439615172684
conflict_332_c000649,332,0.9930761946016176
conflict_332_c000654,332,0.981685436638362
conflict_332_c000656,332,0.4066383655235613
conflict_338_c000810,338,0.4072327022438727
conflict_338_c000820,338,0.8792256556080925
conflict_338_c000821,338,0.9507819916269592
conflict_338_c000822,338,0.8510757011991795
conflict_338_c000824,338,0.9623667004151498
conflict_338_c000825,338,0.5599870381449435
conflict_340_c000847,340,0.6782816998555906
conflict_345_c000931,345,0.8654482298503279
conflict_345_c000932,345,0.3758199477236993
conflict_345_c000935,345,0.8665492532241157
conflict_345_c000939,345,0.983766151743828
conflict_345_c000940,345,0.4682976084159187
conflict_345_c000941,345,0.6491139208472344
conflict_345_c000942,345,0.7746805625921953
conflict_345_c000947,345,0.8501103001000706
conflict_345_c000948,345,0.649283646149252
conflict_345_c000949,345,0.7513220825251102
conflict_345_c000952,345,0.9880371333745082
conflict_345_c000953,345,0.8667185766573454
conflict_346_c000954,346,0.2762749139929861
conflict_346_c000956,346,0.8763880202669808
conflict_346_c000957,346,0.9030255123510872
conflict_346_c000971,346,0.9239525260434628
conflict_346_c000972,346,0.9836314312096888
conflict_346_c000974,346,0.9701225180842264
conflict_346_c000982,346,0.97038606396793
conflict_346_c000983,346,0.5915181381559487
conflict_346_c000984,346,0.973383482429575
conflict_346_c000985,346,0.7754823787993304
conflict_346_c000986,346,0.9940109478755188
conflict_347_c000988,347,0.2027249326872868
conflict_347_c000990,347,0.9391760380174108
conflict_347_c000993,347,0.5266055906255326
conflict_347_c000995,347,0.9767874604891984
conflict_348_c001000,348,0.2949271108134138
conflict_348_c001001,348,0.9577131834777304
conflict_348_c001005,348,0.5615614796724523
conflict_348_c001006,348,0.6193074600309584
conflict_348_c001007,348,0.3207630929002827
conflict_348_c001013,348,0.8339099755169948
conflict_348_c001014,348,0.9923008711784091
conflict_354_c001129,354,0.4672373543641986
conflict_354_c001131,354,0.5218464076705696
conflict_354_c001137,354,0.9853547000416518
conflict_362_c001260,362,0.4683764419921278
conflict_362_c001263,362,0.9857267690281776
conflict_362_c001265,362,0.8312593230670483
conflict_362_c001266,362,0.9856748988249748
conflict_362_c001268,362,0.9950337425136232
conflict_362_c001271,362,0.9932378871074218
conflict_363_c001278,363,0.3748999676422532
conflict_363_c001284,363,0.5895783588833319
conflict_363_c001285,363,0.6188395482914709
conflict_363_c001288,363,0.7950445144125073
conflict_363_c001290,363,0.3726322664726246
conflict_363_c001295,363,0.9881328963774644
