clip,orig_clip_id,speaker,set,p_yes,answer_mass
agreement_Con_002-1_3044.wav,agreement_Con_002-1_3044.wav,Control002,agreement,0.40732871218674094,0.9993340075016022
agreement_Con_002-2_11623.wav,agreement_Con_002-2_11623.wav,Control002,agreement,0.1192063147758761,0.999679446220398
agreement_Con_002-3_12270.wav,agreement_Con_002-3_12270.wav,Control002,agreement,0.4687916594505832,0.9990052878856659
agreement_Con_002-3_50179.wav,agreement_Con_002-3_50179.wav,Control002,agreement,0.6513488495258344,0.9993398189544678
agreement_Con_006-4_37223.wav,agreement_Con_006-4_37223.wav,Control006,agreement,0.2689459028241654,0.999477744102478
agreement_Con_013-0_6039.wav,agreement_Con_013-0_6039.wav,Control013,agreement,0.37753662958635387,0.9990948736667633
agreement_Con_013-2_3373.wav,agreement_Con_013-2_3373.wav,Control013,agreement,0.20181486774075685,0.9994998723268509
agreement_Con_013-3_5680.wav,agreement_Con_013-3_5680.wav,Control013,agreement,0.24507621329351154,0.9994999468326569
agreement_Con_013-4_8853.wav,agreement_Con_013-4_8853.wav,Control013,agreement,0.16451643488106849,0.9995591640472412
agreement_Con_015-0_2695.wav,agreement_Con_015-0_2695.wav,Control015,agreement,0.37752176043503105,0.9994432032108307
agreement_Con_015-2_49054.wav,agreement_Con_015-2_49054.wav,Control015,agreement,0.09535248131896248,0.9997443035244942
agreement_Con_017-4_41988.wav,agreement_Con_017-4_41988.wav,Control017,agreement,0.22269711665775513,0.999582901597023
agreement_Con_022-0_6924.wav,agreement_Con_022-0_6924.wav,Control022,agreement,0.4073335158417783,0.9993499517440796
agreement_Con_022-2_4290.wav,agreement_Con_022-2_4290.wav,Control022,agreement,0.4999721913970002,0.9993549883365631
agreement_Con_028-1_5398.wav,agreement_Con_028-1_5398.wav,Control028,agreement,0.1824267015251848,0.9994551986455917
agreement_Con_028-4_8667.wav,agreement_Con_028-4_8667.wav,Control028,agreement,0.05340685762420434,0.9996916092932224
agreement_Con_034-2_4839.wav,agreement_Con_034-2_4839.wav,Control034,agreement,0.622445624170441,0.9994792938232422
agreement_Con_034-3_4119.wav,agreement_Con_034-3_4119.wav,Control034,agreement,0.29420896463297525,0.9995419681072235
agreement_Con_042-1_5846.wav,agreement_Con_042-1_5846.wav,Control042,agreement,0.1824298794083611,0.9996088296175003
agreement_Con_042-3_2720.wav,agreement_Con_042-3_2720.wav,Control042,agreement,0.1645216811810869,0.9995886981487274
agreement_Con_042-4_510.wav,agreement_Con_042-4_510.wav,Control042,agreement,0.10669339505338835,0.9994471371173859
agreement_Con_045-2_5070.wav,agreement_Con_045-2_5070.wav,Control045,agreement,0.40732997206114896,0.9995428025722504
agreement_Con_054-0_3830.wav,agreement_Con_054-0_3830.wav,Control054,agreement,0.13296919427044956,0.9995924681425095
agreement_Con_056-0_4235.wav,agreement_Con_056-0_4235.wav,Control056,agreement,0.07586134961760638,0.9995972290635109
agreement_Con_056-3_4315.wav,agreement_Con_056-3_4315.wav,Control056,agreement,0.1645077432887942,0.9996395111083984
agreement_Con_059-3_170.wav,agreement_Con_059-3_170.wav,Control059,agreement,0.817554058852019,0.9995374083518982
agreement_Con_071-2_340.wav,agreement_Con_071-2_340.wav,Control071,agreement,0.13296237989666976,0.9996493011713028
agreement_Con_071-3_2133.wav,agreement_Con_071-3_2133.wav,Control071,agreement,0.10668572862605932,0.9997031167149544
agreement_Con_073-1_5065.wav,agreement_Con_073-1_5065.wav,Control073,agreement,0.3775256559015875,0.999460756778717
agreement_Con_086-0_71155.wav,agreement_Con_086-0_71155.wav,Control086,agreement,0.22270065455419058,0.9994239658117294
agreement_Con_086-2_4188.wav,agreement_Con_086-2_4188.wav,Control086,agreement,0.09534986917686629,0.9996542483568192
agreement_Con_086-4_34979.wav,agreement_Con_086-4_34979.wav,Control086,agreement,0.40732734926870295,0.9994727075099945
agreement_Con_092-0_7255.wav,agreement_Con_092-0_7255.wav,Control092,agreement,0.531194073053119,0.9993155598640442
agreement_Con_093-0_6739.wav,agreement_Con_093-0_6739.wav,Control093,agreement,0.49999238000069796,0.9992775022983551
agreement_Con_096-2_510.wav,agreement_Con_096-2_510.wav,Control096,agreement,0.6513414359558378,0.9996018409729004
agreement_Con_105-0_2779.wav,agreement_Con_105-0_2779.wav,Control105,agreement,0.26893333992562896,0.9993531107902527
agreement_Con_105-1_12019.wav,agreement_Con_105-1_12019.wav,Control105,agreement,0.13296760328539445,0.9996606856584549
agreement_Con_105-2_3372.wav,agreement_Con_105-2_3372.wav,Control105,agreement,0.06008809517569592,0.9996723309159279
agreement_Con_109-1_4336.wav,agreement_Con_109-1_4336.wav,Control109,agreement,0.34863818313893424,0.9994322955608368
agreement_Con_109-3_4932.wav,agreement_Con_109-3_4932.wav,Control109,agreement,0.16451690991517132,0.9996125251054764
agreement_Con_113-0_7053.wav,agreement_Con_113-0_7053.wav,Control113,agreement,0.1066864849552404,0.9993261769413948
agreement_Con_113-2_6076.wav,agreement_Con_113-2_6076.wav,Control113,agreement,0.060089104101848374,0.9996621794998646
agreement_Con_113-3_8288.wav,agreement_Con_113-3_8288.wav,Control113,agreement,0.40732501446396696,0.9994975328445435
