clip,speaker,p_yes_answer,refit_oof_enc_L0,refit_oof_enc_L1,refit_oof_enc_L2,refit_oof_enc_L3,refit_oof_enc_L4,refit_oof_enc_L5,refit_oof_enc_L6,refit_oof_enc_L7,refit_oof_enc_L8,refit_oof_enc_L9,refit_oof_enc_L10,refit_oof_enc_L11,refit_oof_enc_L12,refit_oof_enc_L13,refit_oof_enc_L14,refit_oof_enc_L15,refit_oof_enc_L16,refit_oof_enc_L17,refit_oof_enc_L18,refit_oof_enc_L19,refit_oof_enc_L20,refit_oof_enc_L21,refit_oof_enc_L22,refit_oof_enc_L23,refit_oof_enc_L24,refit_oof_enc_L25,refit_oof_enc_L26,refit_oof_enc_L27,refit_oof_enc_L28,refit_oof_enc_L29,refit_oof_enc_L30,refit_oof_enc_L31
HC_ABLANDADA_0034.wav,34,0.5313033977941756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999996423721313,0.9999988079071045,0.9999998807907104,1.0,0.9999998807907104,0.9999997615814209,0.9999992847442627,0.9999933242797852,0.9999971389770508,0.9999678134918213,0.9999558925628662,0.9997629523277283,0.9998276233673096,0.9998806715011597,0.9990353584289551,0.9995633959770203,0.998543381690979,0.9996156692504883,0.9995799660682678,0.9991686344146729,0.994584858417511,0.9981861710548401,0.9759865999221802
HC_PIDIO_0034.wav,34,0.5468246891013057,1.0,1.0,1.0,1.0,0.9999997615814209,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.9999997615814209,0.9999974966049194,0.9999313354492188,0.9999687671661377,0.9999788999557495,0.9999260902404785,0.9999815225601196,0.9999328851699829,0.9998273849487305,0.9681058526039124,0.6792479753494263,0.7063947319984436,0.6176477074623108,0.685198187828064,0.37788552045822144,0.8207621574401855,0.5614795088768005,0.26657992601394653,0.7693056464195251,0.927095353603363,0.8626484870910645,0.4695670008659363,0.74010169506073,0.40550535917282104
HC_BURRO_0034.wav,34,0.4845385531029518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999996423721313,0.9999974966049194,0.9999966621398926,0.9999964237213135,0.9999979734420776,0.9999904632568359,0.9999821186065674,0.9999494552612305,0.9999946355819702,0.9999814033508301,0.9999877214431763,0.9999886751174927,0.999977707862854,0.9998736381530762,0.9874368906021118
HC_GANGA_0034.wav,34,0.4844975580663813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999998807907104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999996423721313,0.9999996423721313,0.9999995231628418,0.9999873638153076,0.9998422861099243,0.9996135830879211,0.999906063079834,0.9998206496238708,0.9999028444290161,0.9985880255699158,0.9972014427185059,0.995622456073761
HC_MANGA_0034.wav,34,0.33477962429779506,1.0,1.0,1.0,1.0,0.9999996423721313,0.9999998807907104,1.0,0.9999997615814209,0.9999996423721313,0.9999527931213379,0.9998291730880737,0.9999955892562866,0.9999896287918091,0.9998737573623657,0.9999678134918213,0.9999512434005737,0.9999736547470093,0.9999052286148071,0.9996742010116577,0.9992915391921997,0.9984442591667175,0.9981179237365723,0.9937458038330078,0.9567804336547852,0.9666368365287781,0.9369369149208069,0.955729067325592,0.9668670296669006,0.9772709012031555,0.11637571454048157,0.5518686175346375,0.6651290059089661
HC_PERRO_0034.wav,34,0.5157407982499707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999998807907104,0.9999998807907104,1.0,1.0,1.0,1.0,1.0,1.0,0.9999998807907104,0.9999998807907104,1.0,1.0,1.0,1.0,0.999996542930603,0.9999978542327881,0.9999830722808838,0.9999508857727051,0.9999982118606567,0.9999988079071045,0.9998143315315247,0.9995675683021545,0.9956409931182861
HC_SOMBRA_0034.wav,34,0.5622760037982238,1.0,1.0,1.0,1.0,0.9999910593032837,0.9999927282333374,0.9999780654907227,0.9999892711639404,0.9999268054962158,0.9999308586120605,0.9999690055847168,0.999998927116394,0.9999977350234985,0.9999994039535522,0.9999996423721313,0.9999994039535522,0.9999942779541016,0.999954104423523,0.9998676776885986,0.9999829530715942,0.9998168349266052,0.9996575117111206,0.9996446371078491,0.998994767665863,0.9975119829177856,0.9919885396957397,0.9960591793060303,0.997435986995697,0.9941885471343994,0.9874750971794128,0.9919690489768982,0.9912548065185547
HC_BARBAS_0034.wav,34,0.4688856047340289,1.0,1.0,0.9999998807907104,0.9999994039535522,0.9999713897705078,0.9999871253967285,0.9999959468841553,0.999985933303833,0.9999779462814331,0.9997836947441101,0.9994082450866699,0.9999665021896362,0.9999988079071045,0.9999992847442627,0.9999994039535522,0.9999978542327881,0.9999467134475708,0.9990044236183167,0.9954245686531067,0.9997918009757996,0.9994595646858215,0.9975972771644592,0.9991938471794128,0.9995269775390625,0.9991717338562012,0.9923250675201416,0.9851052761077881,0.9905797839164734,0.9774599075317383,0.7771486639976501,0.7701472043991089,0.7714688181877136
HC_DIABLO_0034.wav,34,0.46890060599301264,1.0,1.0,0.9999997615814209,0.9999985694885254,0.999980092048645,0.9999988079071045,0.9999995231628418,0.9999982118606567,0.9999880790710449,0.9999830722808838,0.9999738931655884,0.9999830722808838,0.9999934434890747,0.9999926090240479,0.9999688863754272,0.9999825954437256,0.999693751335144,0.9987257122993469,0.99616938829422,0.992063581943512,0.9209344983100891,0.799622118473053,0.6760965585708618,0.47496497631073,0.8647116422653198,0.823687732219696,0.5930516719818115,0.9043310284614563,0.9816727638244629,0.926032304763794,0.9227504134178162,0.5809192061424255
HC_TOMAS_0034.wav,34,0.468903045896233,0.9999961853027344,0.9999829530715942,0.9999366998672485,0.9999781847000122,0.99981290102005,0.9999740123748779,0.999990701675415,0.9987531900405884,0.999976396560669,0.9994768500328064,0.9906182885169983,0.9965079426765442,0.9997133612632751,0.9991599321365356,0.9978887438774109,0.9992334842681885,0.9984286427497864,0.9973410964012146,0.9466078877449036,0.9913075566291809,0.8500102758407593,0.8978036642074585,0.9539217948913574,0.15063053369522095,0.20034456253051758,0.09905671328306198,0.32873260974884033,0.8680923581123352,0.6613183617591858,0.08869321644306183,0.1260463148355484,0.6083267331123352
