clip,speaker,p_yes_answer
AVPEPUDEAC0001_readtext.wav,AVPEPUDEAC0001,0.377668308259606
AVPEPUDEAC0003_readtext.wav,AVPEPUDEAC0003,0.484513672854697
AVPEPUDEAC0004_readtext.wav,AVPEPUDEAC0004,0.3924547610605091
AVPEPUDEAC0005_readtext.wav,AVPEPUDEAC0005,0.43794986277557585
AVPEPUDEAC0006_readtext.wav,AVPEPUDEAC0006,0.5001468177201663
AVPEPUDEAC0007_readtext.wav,AVPEPUDEAC0007,0.42263665170237485
AVPEPUDEAC0008_readtext.wav,AVPEPUDEAC0008,0.4533731357090474
AVPEPUDEAC0010_readtext.wav,AVPEPUDEAC0010,0.39242374963346943
AVPEPUDEAC0011_readtext.wav,AVPEPUDEAC0011,0.45336931381493645
AVPEPUDEAC0012_readtext.wav,AVPEPUDEAC0012,0.36309158394029417
AVPEPUDEAC0013_readtext.wav,AVPEPUDEAC0013,0.5157238921528982
AVPEPUDEAC0014_readtext.wav,AVPEPUDEAC0014,0.42264579737377345
AVPEPUDEAC0015_readtext.wav,AVPEPUDEAC0015,0.45339734480652405
AVPEPUDEAC0016_readtext.wav,AVPEPUDEAC0016,0.42266752327907925
AVPEPUDEAC0017_readtext.wav,AVPEPUDEAC0017,0.3924207605225263
AVPEPUDEAC0018_readtext.wav,AVPEPUDEAC0018,0.3487677341199848
AVPEPUDEAC0019_readtext.wav,AVPEPUDEAC0019,0.37766177234231074
AVPEPUDEAC0020_readtext.wav,AVPEPUDEAC0020,0.3776525834985024
AVPEPUDEAC0021_readtext.wav,AVPEPUDEAC0021,0.43790932130967086
AVPEPUDEAC0022_readtext.wav,AVPEPUDEAC0022,0.577639684051743
AVPEPUDEAC0023_readtext.wav,AVPEPUDEAC0023,0.3776924956141621
AVPEPUDEAC0024_readtext.wav,AVPEPUDEAC0024,0.42263994739640587
AVPEPUDEAC0025_readtext.wav,AVPEPUDEAC0025,0.3346785224076376
AVPEPUDEAC0026_readtext.wav,AVPEPUDEAC0026,0.42263989235991767
AVPEPUDEAC0027_readtext.wav,AVPEPUDEAC0027,0.5157197931772411
AVPEPUDEAC0028_readtext.wav,AVPEPUDEAC0028,0.651486010370227
AVPEPUDEAC0029_readtext.wav,AVPEPUDEAC0029,0.3924288819407492
AVPEPUDEAC0030_readtext.wav,AVPEPUDEAC0030,0.39247759230031
AVPEPUDEAC0031_readtext.wav,AVPEPUDEAC0031,0.5623704382123431
AVPEPUDEAC0033_readtext.wav,AVPEPUDEAC0033,0.6225488086964504
AVPEPUDEAC0034_readtext.wav,AVPEPUDEAC0034,0.5775776382056378
AVPEPUDEAC0035_readtext.wav,AVPEPUDEAC0035,0.6792678467655145
AVPEPUDEAC0037_readtext.wav,AVPEPUDEAC0037,0.6225995945867708
AVPEPUDEAC0039_readtext.wav,AVPEPUDEAC0039,0.6655528834224727
AVPEPUDEAC0040_readtext.wav,AVPEPUDEAC0040,0.5468942169576408
AVPEPUDEAC0041_readtext.wav,AVPEPUDEAC0041,0.5777905370650516
AVPEPUDEAC0042_readtext.wav,AVPEPUDEAC0042,0.6225951062428978
AVPEPUDEAC0043_readtext.wav,AVPEPUDEAC0043,0.6225673258948708
AVPEPUDEAC0044_readtext.wav,AVPEPUDEAC0044,0.7312112325524577
AVPEPUDEAC0045_readtext.wav,AVPEPUDEAC0045,0.6225612484897253
AVPEPUDEAC0046_readtext.wav,AVPEPUDEAC0046,0.46892713919363443
AVPEPUDEAC0047_readtext.wav,AVPEPUDEAC0047,0.5927844812262507
AVPEPUDEAC0048_readtext.wav,AVPEPUDEAC0048,0.4845151470654664
AVPEPUDEAC0049_readtext.wav,AVPEPUDEAC0049,0.6226505821613962
AVPEPUDEAC0050_readtext.wav,AVPEPUDEAC0050,0.7058690986738724
AVPEPUDEAC0051_readtext.wav,AVPEPUDEAC0051,0.4226356231522551
AVPEPUDEAC0052_readtext.wav,AVPEPUDEAC0052,0.5468646961488487
AVPEPUDEAC0053_readtext.wav,AVPEPUDEAC0053,0.42261334627883307
AVPEPUDEAC0054_readtext.wav,AVPEPUDEAC0054,0.3487882262413247
AVPEPUDEAC0057_readtext.wav,AVPEPUDEAC0057,0.3924620425609254
AVPEPUDEA0001_readtext.wav,AVPEPUDEA0001,0.5469041052826968
AVPEPUDEA0002readtext.wav,AVPEPUDEA0002,0.4689953574077901
AVPEPUDEA0003_readtext.wav,AVPEPUDEA0003,0.5623550488083189
AVPEPUDEA0005_readtext.wav,AVPEPUDEA0005,0.6654969479238626
AVPEPUDEA0006_readtext.wav,AVPEPUDEA0006,0.3924501928450082
AVPEPUDEA0007_readtext.wav,AVPEPUDEA0007,0.40757925586426175
AVPEPUDEA0008_readtext.wav,AVPEPUDEA0008,0.45339764146416595
AVPEPUDEA0009_readtext.wav,AVPEPUDEA0009,0.5001391201270691
AVPEPUDEA0010_readtext.wav,AVPEPUDEA0010,0.437968788033165
AVPEPUDEA0011_readtext.wav,AVPEPUDEA0011,0.42262623732602755
AVPEPUDEA0013_readtext.wav,AVPEPUDEA0013,0.5313535180319955
AVPEPUDEA0014_readtext.wav,AVPEPUDEA0014,0.43797081332747595
AVPEPUDEA0015_readtext.wav,AVPEPUDEA0015,0.4844884358311258
AVPEPUDEA0016_readtext.wav,AVPEPUDEA0016,0.4845281841320794
AVPEPUDEA0017_readtext.wav,AVPEPUDEA0017,0.5623586164250576
AVPEPUDEA0020_readtext.wav,AVPEPUDEA0020,0.48457214598619447
AVPEPUDEA0021_readtext.wav,AVPEPUDEA0021,0.4074762623290041
AVPEPUDEA0022_readtext.wav,AVPEPUDEA0022,0.46887304361981147
AVPEPUDEA0023_readtext.wav,AVPEPUDEA0023,0.500127393570165
AVPEPUDEA0024_readtext.wav,AVPEPUDEA0024,0.6225805113292006
AVPEPUDEA0025_readtext.wav,AVPEPUDEA0025,0.43792257273440094
AVPEPUDEA0026_readtext.wav,AVPEPUDEA0026,0.4226279917391473
AVPEPUDEA0027_readtext.wav,AVPEPUDEA0027,0.6077531299505143
AVPEPUDEA0029_readtext.wav,AVPEPUDEA0029,0.3776519976995106
AVPEPUDEA0030_readtext.wav,AVPEPUDEA0030,0.5469311985699411
AVPEPUDEA0031_readtext.wav,AVPEPUDEA0031,0.484510204638286
AVPEPUDEA0032_readtext.wav,AVPEPUDEA0032,0.5776185225882087
AVPEPUDEA0034_readtext.wav,AVPEPUDEA0034,0.4689269662802198
AVPEPUDEA0035_readtext.wav,AVPEPUDEA0035,0.4534061398865857
AVPEPUDEA0037_readtext.wav,AVPEPUDEA0037,0.5001117393824825
AVPEPUDEA0038_readtext.wav,AVPEPUDEA0038,0.531344803720324
AVPEPUDEA0039_readtext.wav,AVPEPUDEA0039,0.6078049326938483
AVPEPUDEA0041_readtext.wav,AVPEPUDEA0041,0.718730194193719
AVPEPUDEA0042_readtext.wav,AVPEPUDEA0042,0.4845729604337876
AVPEPUDEA0043_readtext.wav,AVPEPUDEA0043,0.42266883078387124
AVPEPUDEA0045_readtext.wav,AVPEPUDEA0045,0.4533715906063265
AVPEPUDEA0046_readtext.wav,AVPEPUDEA0046,0.6225591793262587
AVPEPUDEA0047_readtext.wav,AVPEPUDEA0047,0.4379318520480694
