clip,speaker,p_yes_answer,refit_oof_enc_L0,refit_oof_enc_L1,refit_oof_enc_L2,refit_oof_enc_L3,refit_oof_enc_L4,refit_oof_enc_L5,refit_oof_enc_L6,refit_oof_enc_L7,refit_oof_enc_L8,refit_oof_enc_L9,refit_oof_enc_L10,refit_oof_enc_L11,refit_oof_enc_L12,refit_oof_enc_L13,refit_oof_enc_L14,refit_oof_enc_L15,refit_oof_enc_L16,refit_oof_enc_L17,refit_oof_enc_L18,refit_oof_enc_L19,refit_oof_enc_L20,refit_oof_enc_L21,refit_oof_enc_L22,refit_oof_enc_L23,refit_oof_enc_L24,refit_oof_enc_L25,refit_oof_enc_L26,refit_oof_enc_L27,refit_oof_enc_L28,refit_oof_enc_L29,refit_oof_enc_L30,refit_oof_enc_L31
300.wav,300,0.10097374734562246,0.002190717263147235,0.027257518842816353,0.6357123851776123,0.7130329608917236,0.933448851108551,0.2721877992153168,0.032325658947229385,0.03810623288154602,0.0005377430934458971,0.01905139349400997,0.03283336013555527,0.0091394716873765,0.050193071365356445,0.4773891568183899,0.3760233223438263,0.6212196946144104,0.9768964648246765,0.984889805316925,0.8963470458984375,0.9750795960426331,0.9953708052635193,0.9983976483345032,0.9973850846290588,0.976337730884552,0.9222710132598877,0.24778398871421814,0.2663608193397522,0.08529720455408096,0.0015751641476526856,0.0005641205934807658,2.7220194169785827e-05,0.00023216562112793326
301.wav,301,0.05668213768671586,0.0004446381935849786,0.0001892029249574989,4.769133374793455e-05,0.00023741197946947068,3.4913973649963737e-05,0.0004576161445584148,0.00025054626166820526,1.662267095525749e-05,0.00018085126066580415,3.160373671562411e-05,3.940307578886859e-05,0.0003396982792764902,0.0010256305104121566,0.0006605113740079105,0.01396950427442789,0.003417428582906723,0.000863156164996326,0.0021269996650516987,0.00036568514769896865,2.1614519937429577e-05,0.0015207423130050302,0.001927326200529933,0.0003818692348431796,0.00027926257462240756,0.0016000873874872923,6.000935536576435e-05,0.005996147636324167,0.10582007467746735,0.0063134972006082535,0.011949107050895691,0.006701774429529905,0.040455568581819534
302.wav,302,0.0901477452480984,3.3007028832798824e-05,2.6646517653716728e-05,4.4687891204375774e-05,0.0003014294197782874,0.00013661546108778566,0.002927896799519658,0.027592696249485016,0.005296777468174696,0.0016953276935964823,0.01019201148301363,0.037272531539201736,0.0044234320521354675,0.0007566981948912144,0.012856895104050636,0.01199338585138321,0.028580468147993088,0.08012136816978455,0.3710220456123352,0.1759609431028366,0.013181517831981182,0.13350601494312286,0.0898657962679863,0.049013614654541016,0.26093700528144836,0.6885111927986145,0.7827419638633728,0.30248087644577026,0.017260530963540077,0.5177373290061951,0.5702823996543884,0.70270836353302,0.7980952858924866
303.wav,303,0.07591919533320408,0.34396523237228394,0.8810380101203918,0.9307507276535034,0.5793086886405945,0.2625247538089752,0.20288705825805664,0.4782269597053528,0.9349250793457031,0.6058005690574646,0.4563450515270233,0.3447108268737793,0.1013941615819931,0.03412969782948494,0.002988739637658,0.003532249014824629,0.0017648787470534444,0.00014534166257362813,0.0018150191754102707,0.00208837166428566,0.0012427002657204866,0.0039719282649457455,0.002522935625165701,0.02103792503476143,0.10131687670946121,0.020304979756474495,0.09962382912635803,0.21909070014953613,0.016738934442400932,0.00014693706179969013,0.005720480345189571,0.056266773492097855,0.027704281732439995
304.wav,304,0.056686583175370474,0.000359271711204201,0.0007897294126451015,0.000471456500235945,0.01214197650551796,0.0008554492960684001,0.0002973157388623804,0.0002486232842784375,0.00011616278061410412,0.004338404629379511,0.0012961617903783917,0.0007971316226758063,0.0005630833329632878,0.00012082601460861042,0.004742473363876343,0.04336334392428398,0.0221195537596941,0.0008954274817369878,0.011931763030588627,0.0020573921501636505,0.005816040560603142,0.0024245427921414375,0.0009688145946711302,0.024326838552951813,0.9023120403289795,0.9039918780326843,0.7956497073173523,0.6977678537368774,0.32139328122138977,0.525740921497345,0.4504363536834717,0.8697958588600159,0.3800084590911865
305.wav,305,0.08044237783480808,0.16822859644889832,0.021482542157173157,0.10411207377910614,0.05552615597844124,0.207651287317276,0.441026508808136,0.660494863986969,0.6027822494506836,0.7347513437271118,0.6190223097801208,0.6538987159729004,0.7436719536781311,0.5672360062599182,0.14571470022201538,0.25916051864624023,0.12709781527519226,0.7209338545799255,0.7963154315948486,0.7435232996940613,0.4416032135486603,0.30074161291122437,0.11134564131498337,0.6163987517356873,0.08832772076129913,0.045683830976486206,0.036172837018966675,0.1618289351463318,0.1291227787733078,0.09759510308504105,0.017036978155374527,0.0753975585103035,0.27793464064598083
306.wav,306,0.1009683314419752,0.9515970945358276,0.9274219870567322,0.7679047584533691,0.8179031014442444,0.8357370495796204,0.8367475867271423,0.639900803565979,0.7724856734275818,0.7631361484527588,0.6841700673103333,0.7820417284965515,0.8711747527122498,0.7607132196426392,0.06461752951145172,0.1325196474790573,0.15890280902385712,0.0953342542052269,0.02168373391032219,0.048475466668605804,0.2108830064535141,0.06777310371398926,0.06391695886850357,0.017858145758509636,0.0461503341794014,0.12169411778450012,0.14150168001651764,0.05295863002538681,0.06959620863199234,0.06584053486585617,0.5274218916893005,0.23730343580245972,0.005233702715486288
307.wav,307,0.11928758669799477,0.9155483245849609,0.7811580896377563,0.9661402106285095,0.9820554852485657,0.9898136258125305,0.9940246939659119,0.9863536357879639,0.9575619101524353,0.7070550918579102,0.7406615614891052,0.7239885330200195,0.8692384958267212,0.6078232526779175,0.6819707155227661,0.7876569628715515,0.9080204367637634,0.8503758311271667,0.341496080160141,0.5294334292411804,0.4728367030620575,0.7608662247657776,0.876387894153595,0.9450504779815674,0.9204354882240295,0.9215777516365051,0.8284724354743958,0.968505322933197,0.9985472559928894,0.994263231754303,0.9930593967437744,0.9897462129592896,0.9918751120567322
308.wav,308,0.12602617626792476,0.0006746291765011847,0.009365193545818329,0.0007829577662050724,0.0002761689538601786,0.000412327324738726,0.00017206270422320813,0.0005854096380062401,0.00032255426049232483,0.00022051381529308856,0.00012646552931983024,0.00010030532575910911,4.578912466968177e-06,2.433855479466729e-05,1.4550997548212763e-05,3.5145496894983808e-06,1.46235913689452e-06,3.824017767328769e-06,2.2913014618097804e-05,1.6628157027298585e-05,1.2049306860717479e-05,2.0536635929602198e-05,8.898885539565526e-08,2.2033566438039998e-07,1.588328814250417e-05,1.2665650501730852e-06,1.6391095414292067e-05,0.00038311953539960086,0.0002800197689794004,0.00019383888866286725,0.0018060156144201756,0.00043305809958837926,0.00021654034208040684
309.wav,309,0.11290590914084027,0.3036179542541504,0.018864469602704048,0.029220011085271835,0.027533896267414093,0.0066069625318050385,0.23451581597328186,0.1837892383337021,0.0728098452091217,0.21188965439796448,0.10711029171943665,0.02760108932852745,0.023008069023489952,0.009667586535215378,0.035377778112888336,0.11543426662683487,0.5207630395889282,0.07925092428922653,0.04690558835864067,0.008723700419068336,0.00495463190600276,0.01201663725078106,0.006317995022982359,0.0005439996020868421,0.00045568912173621356,0.00018246835679747164,0.00033658809843473136,9.878250421024859e-05,0.0003986738156527281,0.000533242360688746,0.016140714287757874,0.00782654620707035,0.05586035177111626
310.wav,310,0.07593113069765532,0.8597960472106934,0.889704167842865,0.9908221960067749,0.9689459800720215,0.9497463703155518,0.8370360732078552,0.9982227683067322,0.9962955117225647,0.9983057975769043,0.9981630444526672,0.9291646480560303,0.9748518466949463,0.9975524544715881,0.991828203201294,0.9912632703781128,0.9968331456184387,0.8110232353210449,0.8917665481567383,0.95554119348526,0.8421019911766052,0.6193395256996155,0.5524510741233826,0.10620918869972229,0.014586176723241806,0.016917895525693893,0.0012884462485089898,0.0006572811398655176,0.00010487737017683685,6.245761596801458e-07,5.6811069953255355e-05,0.00014009338337928057,5.503875945578329e-05
311.wav,311,0.19211463227476594,0.9535608291625977,0.9993919134140015,0.9995172023773193,0.9986067414283752,0.9970018267631531,0.9993417859077454,0.9989997744560242,0.9566951394081116,0.9738465547561646,0.9298032522201538,0.8849195241928101,0.9117823243141174,0.9642575979232788,0.8912394046783447,0.9388951063156128,0.9395017027854919,0.9836230874061584,0.592564046382904,0.9269107580184937,0.7766011953353882,0.773145318031311,0.9495460391044617,0.5710910558700562,0.9336763620376587,0.6770955324172974,0.7633107304573059,0.30464234948158264,0.4088265001773834,0.5331619381904602,0.9296014308929443,0.4096151888370514,0.3783130645751953
312.wav,312,0.09543031188387248,0.2542516589164734,0.6364315152168274,0.6068936586380005,0.38406798243522644,0.8849305510520935,0.8186214566230774,0.8493128418922424,0.5700047612190247,0.5246838927268982,0.9017122387886047,0.9300735592842102,0.9590861797332764,0.9944682121276855,0.3325938284397125,0.624724805355072,0.9225374460220337,0.8412123322486877,0.3572794795036316,0.028856897726655006,0.009202376939356327,0.027038877829909325,0.010986870154738426,0.0020011321175843477,0.032615095376968384,0.16668477654457092,0.004864027723670006,0.13613833487033844,0.9380243420600891,0.5472804307937622,0.20232225954532623,0.6750969290733337,0.09049568325281143
313.wav,313,0.14816074800177143,0.0015148362144827843,0.01821393519639969,0.026670139282941818,0.026635799556970596,0.012433324940502644,0.0038982690311968327,0.0005603677709586918,0.00015414554218295962,4.7824411012697965e-05,2.4561648388043977e-05,1.8125427232007496e-05,1.3302481420396362e-05,1.5001368410594296e-05,4.8938174586510286e-05,4.055201497976668e-05,1.1811433068942279e-05,9.041083103511482e-05,0.002238363027572632,0.0025101068895310163,0.001443934626877308,0.008591510355472565,0.0012006314937025309,0.004538905341178179,0.007017259020358324,0.016743306070566177,0.03539552912116051,0.07034792751073837,0.03815195709466934,0.003492749063298106,0.0011570112546905875,0.0007333034300245345,0.000829251715913415
