clip,speaker,p_seed0,fold_seed0,p_seed1,fold_seed1,p_seed2,fold_seed2,p_seed3,fold_seed3,p_seed4,fold_seed4
adrso002.wav,adrso002,8.923830319e-05,1,9.69337907e-06,1,0.0001075618711,3,1.49252237e-05,1,1.332608576e-06,4
adrso003.wav,adrso003,0.01274650823,0,0.0137220351,1,0.0001255448005,0,0.0008570064092,4,0.0003274803166,2
adrso004.wav,adrso004,0.2496144176,3,0.4146986902,4,0.545576334,3,0.1484400332,4,0.1201907694,2
adrso005.wav,adrso005,0.155774802,0,0.0682233721,1,0.00344078429,2,0.07324119657,0,0.04862448946,1
adrso006.wav,adrso006,0.04468060657,1,0.007480467204,1,0.0143336691,4,0.02352730185,2,0.03349964321,2
adrso007.wav,adrso007,0.0005739422631,1,0.0006694158656,4,0.001125506125,2,0.0004293580132,1,0.00162279408,4
adrso008.wav,adrso008,1.406366846e-05,4,0.000110081899,2,8.180511941e-05,2,0.000280407141,4,8.102842912e-07,3
adrso009.wav,adrso009,4.018158143e-05,1,6.158876204e-06,3,9.221236724e-06,4,0.001038058312,3,9.256037629e-06,0
adrso010.wav,adrso010,0.2926363945,4,0.007044219878,0,0.1735098958,1,0.05383167043,1,0.01074980292,0
adrso011.wav,adrso011,5.422205504e-05,1,0.0002714135335,2,0.0001603966375,3,0.001385005075,4,0.0002142044978,3
adrso012.wav,adrso012,0.001308326027,1,0.03355083242,3,0.003402033588,2,0.00719150668,3,0.001620558905,3
adrso013.wav,adrso013,0.001116838423,3,0.02990795858,4,0.01500435732,1,0.008955052122,4,0.002610162366,2
adrso014.wav,adrso014,0.08757665753,3,0.04449788481,3,0.05250684544,3,0.6404721141,4,0.003607251681,4
adrso015.wav,adrso015,0.04112205282,0,0.04542483017,3,0.03006564267,4,0.2189520597,2,0.001296364935,1
adrso016.wav,adrso016,0.001603985322,3,0.02356714942,0,0.01680147275,3,0.001051981584,1,0.04010862112,3
adrso017.wav,adrso017,6.651645457e-09,4,0.0007291384391,0,5.799552582e-06,0,0.0005042092525,1,0.0008489220054,1
adrso018.wav,adrso018,0.2335293591,4,0.406914413,1,0.1772757918,1,0.0003630871361,4,1.689372948e-05,3
adrso019.wav,adrso019,0.002132073976,2,0.003376431065,3,0.0007225667359,1,0.001315956004,4,0.008267808706,2
adrso020.wav,adrso020,0.7822561264,4,0.494697541,1,6.045910777e-05,3,1.704386887e-05,0,4.981207894e-06,1
adrso021.wav,adrso021,0.002143038204,1,0.1130593643,1,0.8353338242,2,0.3745331168,3,0.03706716374,1
adrso022.wav,adrso022,1,2,0.9969055057,2,1,3,1,1,1,1
adrso023.wav,adrso023,0.8300638795,3,0.9973734617,2,0.927220881,3,0.8782300949,1,0.9989262223,3
adrso024.wav,adrso024,0.9946388602,2,0.8987864852,0,0.9999210835,1,0.349624604,0,0.999910593,2
adrso025.wav,adrso025,0.9999855757,2,0.9791394472,1,0.9999940395,3,0.9999997616,1,0.999999404,1
adrso027.wav,adrso027,0.7633298635,0,0.3073941469,2,0.9179946184,4,0.2420783043,3,0.197219342,3
adrso028.wav,adrso028,0.999999404,4,1,2,0.9997870326,1,0.99997437,3,0.9999719858,2
adrso029.wav,adrso029,0.9896473289,4,0.9988168478,3,0.9122369289,3,0.951155901,1,0.9976181388,2
adrso031.wav,adrso031,0.9880276918,4,0.9980903268,4,0.9897063971,0,0.9410621524,0,0.7040834427,1
adrso032.wav,adrso032,0.9597358704,4,0.5293982625,1,0.05631249398,3,0.1810078472,3,0.6361268759,1
adrso033.wav,adrso033,0.9344522953,0,0.9547175765,3,0.9999611378,0,0.9993104935,3,0.9176533818,0
adrso035.wav,adrso035,0.9453185201,2,0.9990629554,4,0.991579771,4,0.9954900146,1,0.9948045611,1
adrso036.wav,adrso036,0.999984026,2,0.9993175268,3,0.8864787221,0,0.9994959831,3,0.9999992847,1
adrso037.wav,adrso037,0.9999998808,2,0.9999983311,1,0.9999998808,2,0.9999930859,4,0.9999990463,2
adrso038.wav,adrso038,0.9997816682,2,0.9991945624,2,0.997718811,1,0.9992228746,2,0.9999370575,1
adrso039.wav,adrso039,0.9991800189,0,0.9915573597,2,0.9874373078,1,0.9050298929,4,0.9959946871,3
adrso041.wav,adrso041,0.9601328969,2,0.9095364213,2,0.04081851617,1,0.8133234978,4,0.8402335644,0
adrso042.wav,adrso042,0.1233455315,2,0.03428624198,4,0.01814982668,0,0.05685276538,4,0.03058096766,3
adrso043.wav,adrso043,0.9996699095,3,0.9999773502,4,0.997132659,3,0.9999928474,0,0.9872075915,0
adrso044.wav,adrso044,0.4499305487,4,0.2322939932,0,0.8673001528,0,0.1831126809,4,0.02917635441,3
adrso045.wav,adrso045,0.9997372031,3,0.971890986,4,0.9987022877,0,0.9986152649,2,0.9999082088,1
adrso046.wav,adrso046,0.7848268151,0,0.9301295877,1,0.9784687161,4,0.8656373024,1,0.6088550091,1
adrso047.wav,adrso047,0.9694293737,1,0.1781159192,0,0.9983264804,0,0.7860329151,2,0.9674721956,4
adrso049.wav,adrso049,0.9996176958,1,0.9969969988,3,0.9994795918,0,0.9994133711,0,0.9998879433,1
adrso052.wav,adrso052,0.9946703315,1,0.9988173842,4,0.9973666072,4,0.9962117672,3,0.980012238,0
adrso053.wav,adrso053,0.9989088774,2,0.9999688864,2,0.9999710321,4,0.9999468327,1,0.9999951124,1
adrso054.wav,adrso054,1,3,1,0,0.9999972582,1,0.9991087317,0,0.9999932051,2
adrso055.wav,adrso055,0.9998531342,0,0.9879139066,3,0.994833231,2,0.9978408813,4,0.9993095398,3
adrso056.wav,adrso056,0.96496135,3,0.7969312072,4,0.9895009398,0,0.9995620847,1,0.9844132662,4
adrso059.wav,adrso059,0.988736093,1,0.9978744984,2,0.9432854056,0,0.9977416992,0,0.9989987016,3
adrso060.wav,adrso060,0.9999424219,1,0.9999886751,1,0.9999736547,4,0.9999734163,3,0.9999992847,2
adrso062.wav,adrso062,0.9964913726,4,0.9988007545,1,0.999932766,0,0.9998791218,4,0.999820292,0
adrso063.wav,adrso063,0.9999996424,3,0.9999998808,0,0.9999992847,1,0.9999943972,3,0.9999970198,3
adrso064.wav,adrso064,0.9999865294,3,0.9999693632,3,0.9999949932,0,0.9999902248,3,1,3
adrso065.wav,adrso065,0.825725317,1,0.9980750084,2,0.9907337427,1,0.7462307215,4,0.9881500006,2
adrso066.wav,adrso066,0.9987084866,3,0.996312201,0,0.9989511967,3,0.9927853346,2,0.9993496537,0
adrso068.wav,adrso068,0.9999928474,3,0.9999657869,3,1,3,1,1,0.9992817044,4
adrso070.wav,adrso070,0.9999986887,1,0.9998983145,4,0.9999947548,2,0.9999976158,1,0.9999488592,4
adrso071.wav,adrso071,0.004494627472,2,0.0002530461061,3,0.01744787022,2,0.05855239183,0,0.004574633203,0
adrso072.wav,adrso072,0.6660856605,4,0.2532012463,2,0.6493515968,1,0.06828923523,2,0.1197180301,3
adrso074.wav,adrso074,0.0020688558,2,0.0259138234,1,0.02477875352,0,0.006945547648,4,0.1285641044,2
adrso075.wav,adrso075,0.5300885439,0,0.02616554871,3,0.01847524382,0,0.6918165088,1,0.08364246041,4
adrso077.wav,adrso077,0.9722664356,4,0.9193398952,0,0.9808830619,1,0.9976079464,2,0.9747661948,1
adrso078.wav,adrso078,0.9999514818,4,0.9987757802,3,0.07180093974,2,0.9997003078,2,0.2022857368,3
adrso083.wav,adrso083,0.9994935989,1,0.9993314743,4,0.9918646216,3,0.6635028124,3,0.9891933799,4
adrso088.wav,adrso088,0.7706320286,2,0.1084456444,4,0.03386126831,0,0.1897161603,4,0.1053143665,4
adrso089.wav,adrso089,0.9639520645,1,0.9523137212,4,0.1571481228,0,0.778241992,4,0.9904692769,4
adrso090.wav,adrso090,0.9999995232,0,0.9999865294,2,0.9999666214,2,0.9999979734,4,0.9997460246,2
adrso092.wav,adrso092,0.647511065,2,0.1907227933,3,0.997457087,2,0.9342615008,4,0.1740642786,1
adrso093.wav,adrso093,0.8770044446,2,0.933891654,4,0.9997618794,4,0.8561666608,2,0.9613137245,0
adrso098.wav,adrso098,0.9993909597,3,0.0315627344,3,0.5269624591,4,0.379424423,4,0.4402468503,4
adrso099.wav,adrso099,0.9754375815,4,0.9932280183,1,0.994230032,2,0.9510768056,3,0.9921294451,1
adrso106.wav,adrso106,0.5011706352,3,0.9737728238,3,0.3040340245,0,0.09218420833,4,0.5554862022,2
adrso108.wav,adrso108,0.987391293,2,0.9841104746,2,0.6306008101,1,0.999688983,1,0.8009721637,2
adrso109.wav,adrso109,0.8829590678,2,0.9425225258,1,0.6514396071,2,0.7205556631,0,0.7427872419,4
adrso110.wav,adrso110,0.605524838,0,0.2527402043,4,0.5848236084,3,0.9978224039,3,0.6587272286,2
adrso112.wav,adrso112,0.1069001704,3,0.1307289451,3,0.02903793007,3,0.2319447845,2,0.2974239588,2
adrso113.wav,adrso113,0.3574088812,2,0.9146909714,2,0.3606689274,1,0.9196295738,2,0.3764569163,2
adrso116.wav,adrso116,0.9989038706,3,0.9996926785,3,0.9992882609,0,0.9802179337,3,0.998349309,0
adrso117.wav,adrso117,0.9997771382,4,0.9994629025,3,0.9710837603,3,0.9712456465,1,0.999479115,0
adrso118.wav,adrso118,0.2693629861,3,0.8843078613,3,0.1266055852,0,0.02671220899,2,0.2945548594,1
adrso121.wav,adrso121,1,2,0.9999444485,2,0.9999990463,0,0.9999997616,0,0.9999992847,3
adrso122.wav,adrso122,0.9353889227,4,0.9996595383,0,0.1779797822,1,0.9299616814,4,0.1949836165,2
adrso123.wav,adrso123,0.9790245295,4,0.9999566078,0,0.9399213195,4,0.8306464553,3,0.9467919469,4
adrso124.wav,adrso124,0.9977097511,1,0.9786807299,3,0.9946318865,0,0.9796727896,3,0.9995756745,0
adrso125.wav,adrso125,0.975731194,3,0.9926463366,4,0.9727525115,0,0.9439420104,1,0.9859029055,1
adrso126.wav,adrso126,0.9856830239,1,0.9990227222,3,0.9980773926,3,0.9946801066,4,0.9201655388,3
adrso128.wav,adrso128,0.9999978542,2,0.9998733997,1,0.9997137189,1,0.9999886751,3,1,0
adrso130.wav,adrso130,0.9999952316,0,0.999994874,2,0.9999927282,4,0.999969244,4,0.9999552965,4
adrso132.wav,adrso132,0.009512133896,4,0.1001280621,3,0.8577286005,4,0.4882100224,3,0.0147424601,1
adrso134.wav,adrso134,0.9918938279,3,0.7310013771,2,0.9989631176,4,0.9447508454,3,0.9940617681,0
adrso135.wav,adrso135,0.6000077724,3,0.8511698842,0,0.9424276352,1,0.6376433969,0,0.4849880934,0
adrso138.wav,adrso138,0.9751814008,0,0.7804471254,2,0.9271681905,1,0.9214479923,0,0.9551511407,3
adrso140.wav,adrso140,0.9988441467,2,0.7291955948,2,0.9999850988,4,0.9999998808,2,0.9999190569,4
adrso141.wav,adrso141,0.1309869438,2,0.1279604435,1,0.3991490304,2,0.1649255455,1,0.372938484,4
adrso142.wav,adrso142,0.9535992146,2,0.998329103,0,0.9971837401,0,0.8759441376,4,0.9946008921,2
adrso144.wav,adrso144,0.9956966639,0,0.4823249578,2,0.7594983578,2,0.9940849543,4,0.9945262074,2
adrso148.wav,adrso148,0.4121361673,1,0.008844190277,4,0.02838218212,0,0.8467304111,4,0.6556169987,0
