clip_id,speaker_id,fold
S001.wav,S001,0
S002.wav,S002,2
S003.wav,S003,1
S004.wav,S004,0
S005.wav,S005,4
S006.wav,S006,3
S007.wav,S007,2
S009.wav,S009,1
S011.wav,S011,4
S012.wav,S012,1
S013.wav,S013,3
S015.wav,S015,2
S016.wav,S016,1
S017.wav,S017,0
S018.wav,S018,4
S019.wav,S019,3
S020.wav,S020,2
S021.wav,S021,3
S024.wav,S024,4
S025.wav,S025,0
S027.wav,S027,1
S028.wav,S028,1
S029.wav,S029,0
S030.wav,S030,4
S032.wav,S032,3
S033.wav,S033,2
S034.wav,S034,1
S035.wav,S035,0
S036.wav,S036,4
S038.wav,S038,3
S039.wav,S039,2
S040.wav,S040,1
S041.wav,S041,0
S043.wav,S043,4
S048.wav,S048,3
S049.wav,S049,2
S051.wav,S051,0
S052.wav,S052,0
S055.wav,S055,4
S056.wav,S056,3
S058.wav,S058,2
S059.wav,S059,1
S061.wav,S061,0
S062.wav,S062,4
S063.wav,S063,3
S064.wav,S064,2
S067.wav,S067,1
S068.wav,S068,4
S070.wav,S070,1
S071.wav,S071,3
S072.wav,S072,2
S073.wav,S073,1
S076.wav,S076,0
S077.wav,S077,4
S079.wav,S079,3
S080.wav,S080,2
S081.wav,S081,3
S082.wav,S082,0
S083.wav,S083,4
S084.wav,S084,0
S086.wav,S086,2
S087.wav,S087,1
S089.wav,S089,0
S090.wav,S090,4
S092.wav,S092,3
S093.wav,S093,2
S094.wav,S094,1
S095.wav,S095,4
S096.wav,S096,1
S097.wav,S097,3
S100.wav,S100,2
S101.wav,S101,1
S103.wav,S103,0
S104.wav,S104,4
S107.wav,S107,3
S108.wav,S108,2
S110.wav,S110,2
S111.wav,S111,3
S114.wav,S114,4
S116.wav,S116,3
S118.wav,S118,0
S122.wav,S122,4
S124.wav,S124,3
S125.wav,S125,2
S126.wav,S126,1
S127.wav,S127,0
S128.wav,S128,4
S129.wav,S129,2
S130.wav,S130,4
S132.wav,S132,1
S135.wav,S135,0
S136.wav,S136,4
S137.wav,S137,3
S138.wav,S138,2
S139.wav,S139,1
S140.wav,S140,0
S141.wav,S141,1
S142.wav,S142,2
S143.wav,S143,3
S144.wav,S144,4
S145.wav,S145,4
S148.wav,S148,3
S149.wav,S149,2
S150.wav,S150,1
S151.wav,S151,0
S153.wav,S153,4
S154.wav,S154,3
S156.wav,S156,2
S160.wav,S160,1
S161.wav,S161,0
S162.wav,S162,4
S163.wav,S163,3
S164.wav,S164,2
S165.wav,S165,1
S166.wav,S166,0
S167.wav,S167,3
S168.wav,S168,2
S169.wav,S169,4
S170.wav,S170,1
S171.wav,S171,1
S172.wav,S172,0
S173.wav,S173,4
S174.wav,S174,3
S175.wav,S175,2
S176.wav,S176,1
S177.wav,S177,0
S178.wav,S178,3
S179.wav,S179,0
S180.wav,S180,2
S181.wav,S181,1
S182.wav,S182,0
S183.wav,S183,4
S184.wav,S184,3
S185.wav,S185,2
S186.wav,S186,1
S187.wav,S187,2
S188.wav,S188,3
S189.wav,S189,4
S190.wav,S190,0
S191.wav,S191,0
S192.wav,S192,4
S193.wav,S193,3
S194.wav,S194,2
S195.wav,S195,1
S196.wav,S196,0
S197.wav,S197,4
S198.wav,S198,3
S199.wav,S199,2
S200.wav,S200,1
S201.wav,S201,0
S202.wav,S202,4
S203.wav,S203,3
S204.wav,S204,2
S205.wav,S205,1
S206.wav,S206,0
S207.wav,S207,0
