clip_id,speaker_id,fold
300.wav,300,4
301.wav,301,3
302.wav,302,2
303.wav,303,1
304.wav,304,0
305.wav,305,4
306.wav,306,3
307.wav,307,2
308.wav,308,1
309.wav,309,0
310.wav,310,4
311.wav,311,3
312.wav,312,2
313.wav,313,1
314.wav,314,0
315.wav,315,4
316.wav,316,3
317.wav,317,2
318.wav,318,1
319.wav,319,0
320.wav,320,4
321.wav,321,3
322.wav,322,2
323.wav,323,1
324.wav,324,0
325.wav,325,4
326.wav,326,3
327.wav,327,2
328.wav,328,1
329.wav,329,0
330.wav,330,4
331.wav,331,3
332.wav,332,2
333.wav,333,1
334.wav,334,0
335.wav,335,4
336.wav,336,3
337.wav,337,2
338.wav,338,1
339.wav,339,0
340.wav,340,4
341.wav,341,3
343.wav,343,2
344.wav,344,1
345.wav,345,0
346.wav,346,4
347.wav,347,3
348.wav,348,2
349.wav,349,1
350.wav,350,0
351.wav,351,4
352.wav,352,3
353.wav,353,2
354.wav,354,1
355.wav,355,0
356.wav,356,4
357.wav,357,3
358.wav,358,2
359.wav,359,1
360.wav,360,0
361.wav,361,4
362.wav,362,3
363.wav,363,2
364.wav,364,1
365.wav,365,0
366.wav,366,4
367.wav,367,3
368.wav,368,2
369.wav,369,1
370.wav,370,0
371.wav,371,4
372.wav,372,3
373.wav,373,2
374.wav,374,1
375.wav,375,0
376.wav,376,4
377.wav,377,3
378.wav,378,2
379.wav,379,1
380.wav,380,0
381.wav,381,4
382.wav,382,3
383.wav,383,2
384.wav,384,1
385.wav,385,0
386.wav,386,4
387.wav,387,3
388.wav,388,2
389.wav,389,1
390.wav,390,0
391.wav,391,4
392.wav,392,3
393.wav,393,2
395.wav,395,1
396.wav,396,0
397.wav,397,4
399.wav,399,3
400.wav,400,2
401.wav,401,1
402.wav,402,0
403.wav,403,4
404.wav,404,3
405.wav,405,2
406.wav,406,1
407.wav,407,0
408.wav,408,4
409.wav,409,3
410.wav,410,2
411.wav,411,1
412.wav,412,0
413.wav,413,4
414.wav,414,3
415.wav,415,2
416.wav,416,1
417.wav,417,0
418.wav,418,4
419.wav,419,3
420.wav,420,2
421.wav,421,1
422.wav,422,0
423.wav,423,4
424.wav,424,3
425.wav,425,2
426.wav,426,1
427.wav,427,0
428.wav,428,4
429.wav,429,3
430.wav,430,2
431.wav,431,1
432.wav,432,0
433.wav,433,4
434.wav,434,3
435.wav,435,2
436.wav,436,1
437.wav,437,0
438.wav,438,4
439.wav,439,3
440.wav,440,2
441.wav,441,1
442.wav,442,0
443.wav,443,4
444.wav,444,3
445.wav,445,2
446.wav,446,1
447.wav,447,0
448.wav,448,4
449.wav,449,3
450.wav,450,2
451.wav,451,1
452.wav,452,0
453.wav,453,4
454.wav,454,3
455.wav,455,2
456.wav,456,1
457.wav,457,0
458.wav,458,4
459.wav,459,3
461.wav,461,2
462.wav,462,1
463.wav,463,0
464.wav,464,4
465.wav,465,3
466.wav,466,2
467.wav,467,1
468.wav,468,0
469.wav,469,4
470.wav,470,3
471.wav,471,2
472.wav,472,1
473.wav,473,0
474.wav,474,4
475.wav,475,3
476.wav,476,2
477.wav,477,1
478.wav,478,0
479.wav,479,4
480.wav,480,3
481.wav,481,2
482.wav,482,1
483.wav,483,0
484.wav,484,4
485.wav,485,3
486.wav,486,2
487.wav,487,1
488.wav,488,0
489.wav,489,4
490.wav,490,3
491.wav,491,2
492.wav,492,1
600.wav,600,0
601.wav,601,4
602.wav,602,3
603.wav,603,2
604.wav,604,1
605.wav,605,0
606.wav,606,4
607.wav,607,3
608.wav,608,2
609.wav,609,1
612.wav,612,0
615.wav,615,4
617.wav,617,3
618.wav,618,2
619.wav,619,1
620.wav,620,0
622.wav,622,4
623.wav,623,3
624.wav,624,2
625.wav,625,1
626.wav,626,0
627.wav,627,4
628.wav,628,3
629.wav,629,2
631.wav,631,1
632.wav,632,0
633.wav,633,4
634.wav,634,3
635.wav,635,2
636.wav,636,1
637.wav,637,0
638.wav,638,4
640.wav,640,3
641.wav,641,2
649.wav,649,1
650.wav,650,0
651.wav,651,4
652.wav,652,3
653.wav,653,2
654.wav,654,1
655.wav,655,0
656.wav,656,4
657.wav,657,3
658.wav,658,2
659.wav,659,1
660.wav,660,0
661.wav,661,4
662.wav,662,3
663.wav,663,2
664.wav,664,1
666.wav,666,0
667.wav,667,4
669.wav,669,3
670.wav,670,2
673.wav,673,1
676.wav,676,0
677.wav,677,4
679.wav,679,3
680.wav,680,2
682.wav,682,1
683.wav,683,0
684.wav,684,4
687.wav,687,3
688.wav,688,2
689.wav,689,1
691.wav,691,0
692.wav,692,4
693.wav,693,3
695.wav,695,2
696.wav,696,1
697.wav,697,0
698.wav,698,4
699.wav,699,3
702.wav,702,2
703.wav,703,1
705.wav,705,0
707.wav,707,4
708.wav,708,3
709.wav,709,2
710.wav,710,1
712.wav,712,0
713.wav,713,4
715.wav,715,3
716.wav,716,2
717.wav,717,1
718.wav,718,0
