clip_id,speaker_id,fold
300.wav,300,4
301.wav,301,1
302.wav,302,0
303.wav,303,4
304.wav,304,3
305.wav,305,2
306.wav,306,1
307.wav,307,0
308.wav,308,4
309.wav,309,3
310.wav,310,2
311.wav,311,1
312.wav,312,0
313.wav,313,4
314.wav,314,3
315.wav,315,2
316.wav,316,1
317.wav,317,0
318.wav,318,1
319.wav,319,2
320.wav,320,3
321.wav,321,4
322.wav,322,0
323.wav,323,1
324.wav,324,0
325.wav,325,2
326.wav,326,4
327.wav,327,0
328.wav,328,1
329.wav,329,2
330.wav,330,3
331.wav,331,4
332.wav,332,2
333.wav,333,3
334.wav,334,4
335.wav,335,1
336.wav,336,0
337.wav,337,4
338.wav,338,3
339.wav,339,2
340.wav,340,1
341.wav,341,0
343.wav,343,4
344.wav,344,3
345.wav,345,2
346.wav,346,1
347.wav,347,0
348.wav,348,4
349.wav,349,3
350.wav,350,2
351.wav,351,0
352.wav,352,0
353.wav,353,4
354.wav,354,3
355.wav,355,2
356.wav,356,1
357.wav,357,0
358.wav,358,4
359.wav,359,3
360.wav,360,2
361.wav,361,1
362.wav,362,0
363.wav,363,4
364.wav,364,3
365.wav,365,2
366.wav,366,1
367.wav,367,3
368.wav,368,3
369.wav,369,4
370.wav,370,2
371.wav,371,2
372.wav,372,1
373.wav,373,0
374.wav,374,4
375.wav,375,3
376.wav,376,2
377.wav,377,1
378.wav,378,0
379.wav,379,4
380.wav,380,3
381.wav,381,2
382.wav,382,1
383.wav,383,0
384.wav,384,4
385.wav,385,3
386.wav,386,2
387.wav,387,1
388.wav,388,2
389.wav,389,3
390.wav,390,4
391.wav,391,0
392.wav,392,1
393.wav,393,2
395.wav,395,1
396.wav,396,3
397.wav,397,0
399.wav,399,1
400.wav,400,2
401.wav,401,3
402.wav,402,4
403.wav,403,0
404.wav,404,3
405.wav,405,4
406.wav,406,0
407.wav,407,2
408.wav,408,1
409.wav,409,0
410.wav,410,4
411.wav,411,3
412.wav,412,2
413.wav,413,1
414.wav,414,0
415.wav,415,4
416.wav,416,3
417.wav,417,2
418.wav,418,1
419.wav,419,0
420.wav,420,4
421.wav,421,3
422.wav,422,1
423.wav,423,1
424.wav,424,0
425.wav,425,4
426.wav,426,3
427.wav,427,2
428.wav,428,1
429.wav,429,0
430.wav,430,4
431.wav,431,3
432.wav,432,2
433.wav,433,1
434.wav,434,0
435.wav,435,4
436.wav,436,3
437.wav,437,2
438.wav,438,1
439.wav,439,4
440.wav,440,2
441.wav,441,2
442.wav,442,4
443.wav,443,3
444.wav,444,2
445.wav,445,1
446.wav,446,0
447.wav,447,4
448.wav,448,3
449.wav,449,2
450.wav,450,1
451.wav,451,0
452.wav,452,4
453.wav,453,3
454.wav,454,2
455.wav,455,1
456.wav,456,0
457.wav,457,4
458.wav,458,3
459.wav,459,4
461.wav,461,0
462.wav,462,1
463.wav,463,2
464.wav,464,3
465.wav,465,4
466.wav,466,3
467.wav,467,0
468.wav,468,2
469.wav,469,3
470.wav,470,4
471.wav,471,0
472.wav,472,1
473.wav,473,2
474.wav,474,0
475.wav,475,1
476.wav,476,2
477.wav,477,4
478.wav,478,3
479.wav,479,2
480.wav,480,1
481.wav,481,0
482.wav,482,4
483.wav,483,3
484.wav,484,2
485.wav,485,1
486.wav,486,0
487.wav,487,4
488.wav,488,3
489.wav,489,2
490.wav,490,1
491.wav,491,0
492.wav,492,3
600.wav,600,3
601.wav,601,2
602.wav,602,1
603.wav,603,0
604.wav,604,4
605.wav,605,3
606.wav,606,2
607.wav,607,1
608.wav,608,0
609.wav,609,4
612.wav,612,3
615.wav,615,2
617.wav,617,1
618.wav,618,0
619.wav,619,4
620.wav,620,1
622.wav,622,1
623.wav,623,2
624.wav,624,0
625.wav,625,0
626.wav,626,4
627.wav,627,3
628.wav,628,2
629.wav,629,1
631.wav,631,0
632.wav,632,4
633.wav,633,3
634.wav,634,2
635.wav,635,1
636.wav,636,0
637.wav,637,4
638.wav,638,3
640.wav,640,2
641.wav,641,1
649.wav,649,0
650.wav,650,4
651.wav,651,0
652.wav,652,1
653.wav,653,2
654.wav,654,3
655.wav,655,4
656.wav,656,0
657.wav,657,4
658.wav,658,1
659.wav,659,3
660.wav,660,4
661.wav,661,0
662.wav,662,1
663.wav,663,2
664.wav,664,3
666.wav,666,1
667.wav,667,2
669.wav,669,3
670.wav,670,0
673.wav,673,4
676.wav,676,3
677.wav,677,2
679.wav,679,1
680.wav,680,0
682.wav,682,4
683.wav,683,3
684.wav,684,2
687.wav,687,1
688.wav,688,0
689.wav,689,4
691.wav,691,3
692.wav,692,2
693.wav,693,1
695.wav,695,4
696.wav,696,4
697.wav,697,3
698.wav,698,2
699.wav,699,1
702.wav,702,0
703.wav,703,4
705.wav,705,3
707.wav,707,2
708.wav,708,1
709.wav,709,0
710.wav,710,4
712.wav,712,3
713.wav,713,2
715.wav,715,1
716.wav,716,0
717.wav,717,3
718.wav,718,0
