clip_id,speaker_id,fold
AVPEPUDEAC0001_readtext.wav,AVPEPUDEAC0001,0
AVPEPUDEAC0003_readtext.wav,AVPEPUDEAC0003,2
AVPEPUDEAC0004_readtext.wav,AVPEPUDEAC0004,2
AVPEPUDEAC0005_readtext.wav,AVPEPUDEAC0005,0
AVPEPUDEAC0006_readtext.wav,AVPEPUDEAC0006,1
AVPEPUDEAC0007_readtext.wav,AVPEPUDEAC0007,1
AVPEPUDEAC0008_readtext.wav,AVPEPUDEAC0008,3
AVPEPUDEAC0010_readtext.wav,AVPEPUDEAC0010,4
AVPEPUDEAC0011_readtext.wav,AVPEPUDEAC0011,1
AVPEPUDEAC0012_readtext.wav,AVPEPUDEAC0012,2
AVPEPUDEAC0013_readtext.wav,AVPEPUDEAC0013,4
AVPEPUDEAC0014_readtext.wav,AVPEPUDEAC0014,1
AVPEPUDEAC0015_readtext.wav,AVPEPUDEAC0015,2
AVPEPUDEAC0016_readtext.wav,AVPEPUDEAC0016,0
AVPEPUDEAC0017_readtext.wav,AVPEPUDEAC0017,0
AVPEPUDEAC0018_readtext.wav,AVPEPUDEAC0018,3
AVPEPUDEAC0019_readtext.wav,AVPEPUDEAC0019,1
AVPEPUDEAC0020_readtext.wav,AVPEPUDEAC0020,1
AVPEPUDEAC0021_readtext.wav,AVPEPUDEAC0021,3
AVPEPUDEAC0022_readtext.wav,AVPEPUDEAC0022,4
AVPEPUDEAC0023_readtext.wav,AVPEPUDEAC0023,3
AVPEPUDEAC0024_readtext.wav,AVPEPUDEAC0024,1
AVPEPUDEAC0025_readtext.wav,AVPEPUDEAC0025,1
AVPEPUDEAC0026_readtext.wav,AVPEPUDEAC0026,4
AVPEPUDEAC0027_readtext.wav,AVPEPUDEAC0027,3
AVPEPUDEAC0028_readtext.wav,AVPEPUDEAC0028,3
AVPEPUDEAC0029_readtext.wav,AVPEPUDEAC0029,2
AVPEPUDEAC0030_readtext.wav,AVPEPUDEAC0030,3
AVPEPUDEAC0031_readtext.wav,AVPEPUDEAC0031,3
AVPEPUDEAC0033_readtext.wav,AVPEPUDEAC0033,1
AVPEPUDEAC0034_readtext.wav,AVPEPUDEAC0034,4
AVPEPUDEAC0035_readtext.wav,AVPEPUDEAC0035,2
AVPEPUDEAC0037_readtext.wav,AVPEPUDEAC0037,4
AVPEPUDEAC0039_readtext.wav,AVPEPUDEAC0039,4
AVPEPUDEAC0040_readtext.wav,AVPEPUDEAC0040,4
AVPEPUDEAC0041_readtext.wav,AVPEPUDEAC0041,3
AVPEPUDEAC0042_readtext.wav,AVPEPUDEAC0042,1
AVPEPUDEAC0043_readtext.wav,AVPEPUDEAC0043,1
AVPEPUDEAC0044_readtext.wav,AVPEPUDEAC0044,2
AVPEPUDEAC0045_readtext.wav,AVPEPUDEAC0045,0
AVPEPUDEAC0046_readtext.wav,AVPEPUDEAC0046,0
AVPEPUDEAC0047_readtext.wav,AVPEPUDEAC0047,0
AVPEPUDEAC0048_readtext.wav,AVPEPUDEAC0048,4
AVPEPUDEAC0049_readtext.wav,AVPEPUDEAC0049,0
AVPEPUDEAC0050_readtext.wav,AVPEPUDEAC0050,3
AVPEPUDEAC0051_readtext.wav,AVPEPUDEAC0051,0
AVPEPUDEAC0052_readtext.wav,AVPEPUDEAC0052,3
AVPEPUDEAC0053_readtext.wav,AVPEPUDEAC0053,4
AVPEPUDEAC0054_readtext.wav,AVPEPUDEAC0054,4
AVPEPUDEAC0057_readtext.wav,AVPEPUDEAC0057,3
AVPEPUDEA0001_readtext.wav,AVPEPUDEA0001,0
