clip_id,speaker_id,fold
300.wav,300,1
301.wav,301,4
302.wav,302,3
303.wav,303,4
304.wav,304,0
305.wav,305,0
306.wav,306,3
307.wav,307,4
308.wav,308,4
309.wav,309,3
310.wav,310,3
311.wav,311,0
312.wav,312,0
313.wav,313,2
314.wav,314,2
315.wav,315,3
316.wav,316,1
317.wav,317,0
318.wav,318,0
319.wav,319,1
320.wav,320,3
321.wav,321,2
322.wav,322,4
323.wav,323,3
324.wav,324,4
325.wav,325,3
326.wav,326,4
327.wav,327,0
328.wav,328,1
329.wav,329,1
330.wav,330,4
331.wav,331,1
332.wav,332,3
333.wav,333,1
334.wav,334,0
335.wav,335,1
336.wav,336,3
337.wav,337,4
338.wav,338,0
339.wav,339,0
340.wav,340,1
341.wav,341,3
343.wav,343,1
344.wav,344,4
345.wav,345,1
346.wav,346,2
347.wav,347,3
348.wav,348,1
349.wav,349,1
350.wav,350,4
351.wav,351,4
352.wav,352,0
353.wav,353,4
354.wav,354,1
355.wav,355,2
356.wav,356,2
357.wav,357,2
358.wav,358,4
359.wav,359,0
360.wav,360,1
361.wav,361,4
362.wav,362,4
363.wav,363,0
364.wav,364,4
365.wav,365,3
366.wav,366,3
367.wav,367,1
368.wav,368,1
369.wav,369,4
370.wav,370,1
371.wav,371,0
372.wav,372,4
373.wav,373,4
374.wav,374,0
375.wav,375,3
376.wav,376,3
377.wav,377,4
378.wav,378,3
379.wav,379,1
380.wav,380,0
381.wav,381,4
382.wav,382,2
383.wav,383,2
384.wav,384,3
385.wav,385,2
386.wav,386,0
387.wav,387,4
388.wav,388,3
389.wav,389,1
390.wav,390,2
391.wav,391,0
392.wav,392,1
393.wav,393,3
395.wav,395,0
396.wav,396,2
397.wav,397,0
399.wav,399,2
400.wav,400,2
401.wav,401,2
402.wav,402,1
403.wav,403,3
404.wav,404,0
405.wav,405,0
406.wav,406,2
407.wav,407,3
408.wav,408,1
409.wav,409,0
410.wav,410,1
411.wav,411,1
412.wav,412,4
413.wav,413,0
414.wav,414,3
415.wav,415,0
416.wav,416,3
417.wav,417,2
418.wav,418,4
419.wav,419,0
420.wav,420,0
421.wav,421,2
422.wav,422,0
423.wav,423,1
424.wav,424,4
425.wav,425,1
426.wav,426,0
427.wav,427,2
428.wav,428,3
429.wav,429,3
430.wav,430,2
431.wav,431,4
432.wav,432,4
433.wav,433,2
434.wav,434,4
435.wav,435,0
436.wav,436,4
437.wav,437,1
438.wav,438,3
439.wav,439,3
440.wav,440,4
441.wav,441,1
442.wav,442,1
443.wav,443,2
444.wav,444,4
445.wav,445,1
446.wav,446,3
447.wav,447,4
448.wav,448,2
449.wav,449,0
450.wav,450,2
451.wav,451,2
452.wav,452,4
453.wav,453,2
454.wav,454,3
455.wav,455,2
456.wav,456,3
457.wav,457,0
458.wav,458,3
459.wav,459,4
461.wav,461,0
462.wav,462,2
463.wav,463,2
464.wav,464,3
465.wav,465,0
466.wav,466,3
467.wav,467,0
468.wav,468,2
469.wav,469,3
470.wav,470,3
471.wav,471,2
472.wav,472,2
473.wav,473,0
474.wav,474,1
475.wav,475,2
476.wav,476,2
477.wav,477,0
478.wav,478,3
479.wav,479,4
480.wav,480,0
481.wav,481,2
482.wav,482,4
483.wav,483,0
484.wav,484,3
485.wav,485,2
486.wav,486,0
487.wav,487,0
488.wav,488,2
489.wav,489,1
490.wav,490,0
491.wav,491,1
492.wav,492,2
600.wav,600,1
601.wav,601,2
602.wav,602,2
603.wav,603,2
604.wav,604,1
605.wav,605,1
606.wav,606,3
607.wav,607,4
608.wav,608,2
609.wav,609,4
612.wav,612,1
615.wav,615,4
617.wav,617,0
618.wav,618,0
619.wav,619,4
620.wav,620,1
622.wav,622,1
623.wav,623,1
624.wav,624,2
625.wav,625,1
626.wav,626,4
627.wav,627,3
628.wav,628,2
629.wav,629,1
631.wav,631,3
632.wav,632,0
633.wav,633,4
634.wav,634,4
635.wav,635,0
636.wav,636,1
637.wav,637,2
638.wav,638,0
640.wav,640,0
641.wav,641,3
649.wav,649,3
650.wav,650,3
651.wav,651,3
652.wav,652,1
653.wav,653,3
654.wav,654,3
655.wav,655,3
656.wav,656,1
657.wav,657,3
658.wav,658,2
659.wav,659,4
660.wav,660,4
661.wav,661,4
662.wav,662,0
663.wav,663,4
664.wav,664,2
666.wav,666,1
667.wav,667,3
669.wav,669,4
670.wav,670,2
673.wav,673,1
676.wav,676,1
677.wav,677,2
679.wav,679,3
680.wav,680,0
682.wav,682,4
683.wav,683,3
684.wav,684,2
687.wav,687,1
688.wav,688,4
689.wav,689,1
691.wav,691,4
692.wav,692,4
693.wav,693,1
695.wav,695,2
696.wav,696,0
697.wav,697,0
698.wav,698,1
699.wav,699,2
702.wav,702,3
703.wav,703,0
705.wav,705,0
707.wav,707,2
708.wav,708,4
709.wav,709,2
710.wav,710,1
712.wav,712,2
713.wav,713,3
715.wav,715,4
716.wav,716,1
717.wav,717,3
718.wav,718,0
