clip_id,speaker_id,fold
300.wav,300,2
301.wav,301,3
302.wav,302,4
303.wav,303,0
304.wav,304,0
305.wav,305,2
306.wav,306,2
307.wav,307,4
308.wav,308,2
309.wav,309,4
310.wav,310,0
311.wav,311,2
312.wav,312,0
313.wav,313,2
314.wav,314,0
315.wav,315,2
316.wav,316,0
317.wav,317,2
318.wav,318,3
319.wav,319,2
320.wav,320,2
321.wav,321,0
322.wav,322,1
323.wav,323,3
324.wav,324,2
325.wav,325,2
326.wav,326,0
327.wav,327,0
328.wav,328,4
329.wav,329,2
330.wav,330,4
331.wav,331,3
332.wav,332,0
333.wav,333,3
334.wav,334,3
335.wav,335,0
336.wav,336,3
337.wav,337,4
338.wav,338,3
339.wav,339,2
340.wav,340,4
341.wav,341,4
343.wav,343,1
344.wav,344,2
345.wav,345,2
346.wav,346,4
347.wav,347,4
348.wav,348,1
349.wav,349,3
350.wav,350,4
351.wav,351,1
352.wav,352,0
353.wav,353,1
354.wav,354,3
355.wav,355,2
356.wav,356,2
357.wav,357,1
358.wav,358,1
359.wav,359,4
360.wav,360,0
361.wav,361,4
362.wav,362,3
363.wav,363,4
364.wav,364,4
365.wav,365,4
366.wav,366,1
367.wav,367,2
368.wav,368,3
369.wav,369,2
370.wav,370,3
371.wav,371,3
372.wav,372,4
373.wav,373,3
374.wav,374,1
375.wav,375,1
376.wav,376,3
377.wav,377,2
378.wav,378,1
379.wav,379,0
380.wav,380,1
381.wav,381,3
382.wav,382,0
383.wav,383,4
384.wav,384,2
385.wav,385,4
386.wav,386,4
387.wav,387,4
388.wav,388,4
389.wav,389,0
390.wav,390,1
391.wav,391,2
392.wav,392,1
393.wav,393,1
395.wav,395,3
396.wav,396,2
397.wav,397,3
399.wav,399,1
400.wav,400,4
401.wav,401,1
402.wav,402,0
403.wav,403,0
404.wav,404,1
405.wav,405,2
406.wav,406,4
407.wav,407,3
408.wav,408,3
409.wav,409,0
410.wav,410,1
411.wav,411,2
412.wav,412,2
413.wav,413,2
414.wav,414,4
415.wav,415,1
416.wav,416,4
417.wav,417,3
418.wav,418,4
419.wav,419,3
420.wav,420,1
421.wav,421,2
422.wav,422,2
423.wav,423,2
424.wav,424,4
425.wav,425,0
426.wav,426,2
427.wav,427,0
428.wav,428,1
429.wav,429,4
430.wav,430,3
431.wav,431,4
432.wav,432,1
433.wav,433,2
434.wav,434,1
435.wav,435,3
436.wav,436,4
437.wav,437,3
438.wav,438,2
439.wav,439,3
440.wav,440,4
441.wav,441,0
442.wav,442,1
443.wav,443,0
444.wav,444,4
445.wav,445,0
446.wav,446,2
447.wav,447,3
448.wav,448,3
449.wav,449,4
450.wav,450,3
451.wav,451,2
452.wav,452,2
453.wav,453,1
454.wav,454,3
455.wav,455,4
456.wav,456,0
457.wav,457,3
458.wav,458,2
459.wav,459,0
461.wav,461,4
462.wav,462,1
463.wav,463,4
464.wav,464,2
465.wav,465,0
466.wav,466,0
467.wav,467,2
468.wav,468,0
469.wav,469,0
470.wav,470,0
471.wav,471,1
472.wav,472,4
473.wav,473,1
474.wav,474,4
475.wav,475,2
476.wav,476,4
477.wav,477,1
478.wav,478,2
479.wav,479,0
480.wav,480,0
481.wav,481,2
482.wav,482,3
483.wav,483,4
484.wav,484,4
485.wav,485,0
486.wav,486,1
487.wav,487,2
488.wav,488,2
489.wav,489,4
490.wav,490,1
491.wav,491,0
492.wav,492,1
600.wav,600,4
601.wav,601,3
602.wav,602,4
603.wav,603,0
604.wav,604,1
605.wav,605,0
606.wav,606,1
607.wav,607,0
608.wav,608,4
609.wav,609,0
612.wav,612,2
615.wav,615,1
617.wav,617,3
618.wav,618,1
619.wav,619,0
620.wav,620,0
622.wav,622,3
623.wav,623,0
624.wav,624,0
625.wav,625,3
626.wav,626,3
627.wav,627,2
628.wav,628,0
629.wav,629,1
631.wav,631,1
632.wav,632,0
633.wav,633,1
634.wav,634,3
635.wav,635,1
636.wav,636,2
637.wav,637,2
638.wav,638,1
640.wav,640,3
641.wav,641,1
649.wav,649,4
650.wav,650,1
651.wav,651,1
652.wav,652,1
653.wav,653,0
654.wav,654,2
655.wav,655,3
656.wav,656,0
657.wav,657,1
658.wav,658,3
659.wav,659,0
660.wav,660,0
661.wav,661,4
662.wav,662,4
663.wav,663,3
664.wav,664,3
666.wav,666,0
667.wav,667,3
669.wav,669,1
670.wav,670,3
673.wav,673,3
676.wav,676,1
677.wav,677,0
679.wav,679,1
680.wav,680,4
682.wav,682,0
683.wav,683,3
684.wav,684,3
687.wav,687,0
688.wav,688,3
689.wav,689,2
691.wav,691,1
692.wav,692,2
693.wav,693,2
695.wav,695,2
696.wav,696,4
697.wav,697,4
698.wav,698,1
699.wav,699,1
702.wav,702,3
703.wav,703,3
705.wav,705,2
707.wav,707,1
708.wav,708,4
709.wav,709,0
710.wav,710,0
712.wav,712,4
713.wav,713,1
715.wav,715,3
716.wav,716,3
717.wav,717,4
718.wav,718,3
