speaker,task,p_orig,mass_orig,p_lowpass,mass_lowpass,p_reversed,mass_reversed,p_noise,mass_noise
300,interview,0.02576199327137582,0.9859213549643755,0.13756271402924095,0.9608512669801712,0.0815461500645361,0.9511391520500183,0.054605234638698624,0.9785006493330002
301,interview,0.020335051989248808,0.9795592352747917,0.10017931814864048,0.9710280299186707,0.09271211661404842,0.9257783964276314,0.0173102523761536,0.9802386034280062
302,interview,0.32087199408633466,0.9499318599700928,0.3398649209902207,0.9619353413581848,0.10451645452452686,0.9299953803420067,0.22409051609237224,0.9632032811641693
303,interview,0.0306783663000804,0.9825937524437904,0.07641328106767838,0.9787082076072693,0.1645683589228386,0.9269689470529556,0.07978912761652929,0.9734527617692947
304,interview,0.03334110880673335,0.983045157045126,0.1347938180481254,0.9698129296302795,0.13481051375660344,0.9235579818487167,0.04849996698569131,0.9753795191645622
305,interview,0.08573122157060856,0.9719623178243637,0.3041543669704402,0.9366908371448517,0.07643261198706378,0.9184437841176987,0.26135768276383253,0.9644500613212585
306,interview,0.0507105574395091,0.9714681878685951,0.3722102407424748,0.9636089205741882,0.27676429794498564,0.920175701379776,0.12854001497386067,0.9755941182374954
307,interview,0.033850861611636716,0.9793004058301449,0.4112044017949033,0.9603849947452545,0.1442107868407991,0.9177238345146179,0.07370369435171803,0.9762951582670212
308,interview,0.9878562083208106,0.9854594180360436,0.372137138617573,0.9485169351100922,0.42449050267428123,0.917968362569809,0.09603435503085152,0.970406100153923
309,interview,0.9832140753535574,0.9894556738436222,0.9674165720481532,0.9840009920299053,0.10379684241619426,0.9474686235189438,0.979822422093179,0.9889336433261633
310,interview,0.05420691854867666,0.9766168966889381,0.12004307714446291,0.9692042022943497,0.053019396532032394,0.9515200927853584,0.042729290394303204,0.967463668435812
311,interview,0.985720341640718,0.9941710494458675,0.4244960942908676,0.9719305634498596,0.14323799034068677,0.9551066756248474,0.8679385440416625,0.9829521775245667
312,interview,0.07978887528532591,0.978306956589222,0.1778450241019433,0.963690459728241,0.10522527511136011,0.9339896664023399,0.07317395393354684,0.9708951413631439
313,interview,0.9693217331958977,0.9816343281418085,0.18956361937734859,0.9609784930944443,0.1500798130522918,0.938113659620285,0.4824756055996937,0.9513230323791504
314,interview,0.01292095668717013,0.9825580511242151,0.01927172187590312,0.9830914661288261,0.10820629386180236,0.9148937091231346,0.01363712238541336,0.9872158784419298
315,interview,0.016030618021164143,0.9894898198544979,0.05147342384780488,0.9754423648118973,0.09011809374590966,0.9312600940465927,0.03436159492177382,0.9820888191461563
316,interview,0.8187583213759857,0.9828776270151138,0.6206389632940776,0.9809724688529968,0.11050969301883298,0.9304261803627014,0.38683343795786684,0.9551085233688354
317,interview,0.8577616038565352,0.989169180393219,0.9697820575538499,0.9909725952893496,0.10233401848583847,0.9404664635658264,0.9329447105477936,0.9872915148735046
318,interview,0.028439464552405036,0.97881611995399,0.03964326919224831,0.9762255065143108,0.08697067594372979,0.9259990528225899,0.014958598607693168,0.9830182092264295
319,interview,0.8019329968955461,0.9678473621606827,0.8469483003099685,0.9753833562135696,0.14419210152318623,0.9193462878465652,0.2213657831690869,0.9564006179571152
320,interview,0.6280182315123819,0.9763348400592804,0.7295793508156819,0.9602639675140381,0.22415766495085887,0.9271653443574905,0.5448334034299263,0.9652078449726105
321,interview,0.9904407200855188,0.9920493951067328,0.913054572758515,0.9765358567237854,0.1581959815301594,0.9341231733560562,0.8175896531563409,0.9682085663080215
322,interview,0.963509016248238,0.9851228632032871,0.5908070849786982,0.9653111696243286,0.1366396195684346,0.9303651601076126,0.6671723723385508,0.9577246904373169
323,interview,0.01439272066114194,0.9907735511660576,0.06954637632762539,0.9770248085260391,0.14710877378075904,0.9185156971216202,0.01883374767475451,0.9843110740184784
