speaker,task,p_orig,mass_orig,p_lowpass,mass_lowpass,p_reversed,mass_reversed,p_noise,mass_noise
34,vowel,0.10232124943023715,0.9394852593541145,0.06279978762805981,0.9472759515047073,0.13208984930842246,0.9450246766209602,0.09672208212742099,0.9462502002716064
34,vowel,0.07697499672514152,0.931832417845726,0.06326058421720605,0.94831682741642,0.10376532423591417,0.9291324242949486,0.07697549810852419,0.9460978806018829
34,vowel,0.07532466845141973,0.9344672560691833,0.06143317556356473,0.9462529271841049,0.09402617655310366,0.9287735149264336,0.0775332945575867,0.9335843846201897
34,vowel,0.07532460934433441,0.9397076070308685,0.061433695388154866,0.9532899223268032,0.10820834841211484,0.9410213828086853,0.08390407687497997,0.9428075775504112
34,vowel,0.12254216017251261,0.943168081343174,0.06854782682728788,0.9521239548921585,0.11922545165026878,0.9406766518950462,0.09879104212829512,0.948283739387989
34,vowel,0.06955390432902331,0.9244321063160896,0.07808827981544744,0.9450697675347328,0.07587067338634458,0.930447094142437,0.08820705912220367,0.9353946074843407
34,vowel,0.057081408082958404,0.933773972094059,0.062341331698041215,0.9469035677611828,0.06280000057974906,0.9300694912672043,0.06466630178068175,0.9391348138451576
34,vowel,0.0833061946983858,0.9331798627972603,0.06805084054514303,0.946838304400444,0.12423202445330714,0.9420714303851128,0.07160324769286346,0.9456249624490738
34,vowel,0.07587017368492902,0.9406960532069206,0.06279903072890224,0.9491831436753273,0.08330624688421795,0.9446738660335541,0.07697409473753458,0.9472286403179169
34,vowel,0.09672230733217048,0.9296055287122726,0.06854741639011257,0.9461898356676102,0.14321252251078262,0.9337984621524811,0.08037497150773334,0.9412278458476067
34,vowel,0.07587163184024848,0.9271068572998047,0.07809013392348703,0.9470157325267792,0.07370928346192297,0.9322295263409615,0.06658227198833161,0.9407753571867943
34,vowel,0.09139703044280052,0.9311796054244041,0.09809322727356913,0.9450830668210983,0.11438728460475778,0.9341588914394379,0.10160977646795431,0.9422825947403908
36,vowel,0.10670917976268705,0.9457860365509987,0.09740838511978724,0.9519732743501663,0.11518409483380285,0.9460244402289391,0.08095145568114222,0.949226014316082
36,vowel,0.09740783244247715,0.9486919641494751,0.09948812308870232,0.9515647813677788,0.1044971145691723,0.9498227462172508,0.06609544033598085,0.9489001631736755
36,vowel,0.09536471864259383,0.945366658270359,0.08572519709924918,0.9464284107089043,0.09948682744067007,0.9435508251190186,0.0695533416915022,0.9488777071237564
36,vowel,0.1120350272297563,0.943961963057518,0.07532510444415813,0.946147546172142,0.09469294237790167,0.9428418725728989,0.06466400369013184,0.9487156569957733
36,vowel,0.10972240948455196,0.9489386007189751,0.10304277975916083,0.9522454962134361,0.12004309388732075,0.946337878704071,0.07532510977155638,0.9502250403165817
36,vowel,0.09809361059991625,0.9500575363636017,0.07057126863138924,0.947911448776722,0.059219215747567173,0.9502655081450939,0.08330468712609186,0.9538381695747375
45,vowel,0.09204946617623841,0.9436980336904526,0.0821218339682516,0.9424569830298424,0.07809202353047784,0.937704972922802,0.07371039320718059,0.9452203288674355
45,vowel,0.11048921352338625,0.9473674520850182,0.08390325318417505,0.9460113123059273,0.10161277239455317,0.9414293393492699,0.09402775019952937,0.9443969577550888
45,vowel,0.09536316016830314,0.9412211403250694,0.0927012687269702,0.9447616785764694,0.10089382508413877,0.9386491701006889,0.06419335516896553,0.9356287010014057
45,vowel,0.06234057235287426,0.9363254904747009,0.07922293156577745,0.9484535306692123,0.0851128041786125,0.9334682524204254,0.08695650615321526,0.9408609792590141
45,vowel,0.06955907953193888,0.9352317228913307,0.09809772900174228,0.9397737383842468,0.08451233021907072,0.9333566576242447,0.04850409609491597,0.9378373622894287
45,vowel,0.08757971333853096,0.9385951086878777,0.08820526539340909,0.9355356022715569,0.0882049854106647,0.9357358068227768,0.0753236252967672,0.9455377236008644
