clip_id,speaker_id,fold,p_tfidf
adrso002.wav,adrso002,1,0.46007836444870853
adrso003.wav,adrso003,2,0.2607823202491832
adrso004.wav,adrso004,1,0.4960823001868005
adrso005.wav,adrso005,0,0.38771626347535404
adrso006.wav,adrso006,4,0.36160331707141874
adrso007.wav,adrso007,3,0.4374405575589173
adrso008.wav,adrso008,2,0.5500012455351371
adrso009.wav,adrso009,1,0.3325372793255951
adrso010.wav,adrso010,0,0.4626245398879404
adrso011.wav,adrso011,4,0.4573475969768718
adrso012.wav,adrso012,3,0.4713916778461168
adrso013.wav,adrso013,2,0.5210737370568304
adrso014.wav,adrso014,1,0.5542379587576043
adrso015.wav,adrso015,4,0.4207556234717076
adrso016.wav,adrso016,1,0.43805138734679366
adrso017.wav,adrso017,3,0.3950153386963907
adrso018.wav,adrso018,2,0.43784464219676045
adrso019.wav,adrso019,1,0.5393690426711037
adrso020.wav,adrso020,0,0.5003452145996324
adrso021.wav,adrso021,4,0.4743789372515654
adrso022.wav,adrso022,3,0.6639197699834584
adrso023.wav,adrso023,2,0.6278635595236666
adrso024.wav,adrso024,1,0.5136637834929776
adrso025.wav,adrso025,0,0.4574950154657633
adrso027.wav,adrso027,4,0.6523854678151465
adrso028.wav,adrso028,3,0.8462400797193738
adrso029.wav,adrso029,2,0.6662487873541593
adrso031.wav,adrso031,3,0.5750168735904576
adrso032.wav,adrso032,4,0.6439299475764709
adrso033.wav,adrso033,0,0.735494877406178
adrso035.wav,adrso035,1,0.4985803926341516
adrso036.wav,adrso036,1,0.679685492491507
adrso037.wav,adrso037,0,0.7251150693027024
adrso038.wav,adrso038,4,0.754718164150781
adrso039.wav,adrso039,3,0.626044597191899
adrso041.wav,adrso041,2,0.77734992408692
adrso042.wav,adrso042,1,0.6363287526341168
adrso043.wav,adrso043,0,0.5277867873378365
adrso044.wav,adrso044,4,0.4197789044707889
adrso045.wav,adrso045,3,0.7859728333558236
adrso046.wav,adrso046,2,0.8208126923317032
adrso047.wav,adrso047,1,0.7964407883170902
adrso049.wav,adrso049,0,0.537419844589389
adrso052.wav,adrso052,4,0.5683961832765915
adrso053.wav,adrso053,3,0.34220874242289634
adrso054.wav,adrso054,2,0.7888151923534428
adrso055.wav,adrso055,1,0.619316022472558
adrso056.wav,adrso056,0,0.5470602669813607
adrso059.wav,adrso059,4,0.524682928009499
adrso060.wav,adrso060,3,0.7831374313955992
adrso062.wav,adrso062,2,0.4370623414522896
adrso063.wav,adrso063,1,0.5606090623148261
adrso064.wav,adrso064,0,0.6936018901614734
adrso065.wav,adrso065,4,0.5734330529875817
adrso066.wav,adrso066,3,0.4919913170243335
adrso068.wav,adrso068,2,0.7756387829202432
adrso070.wav,adrso070,0,0.7455415961441675
adrso071.wav,adrso071,0,0.3858448337849736
adrso072.wav,adrso072,4,0.5495134256273037
adrso074.wav,adrso074,3,0.29178877395972963
adrso075.wav,adrso075,2,0.6894432405265618
adrso077.wav,adrso077,1,0.4726004087471888
adrso078.wav,adrso078,0,0.5991630932059041
adrso083.wav,adrso083,4,0.6756911717831702
adrso088.wav,adrso088,3,0.5326567866434632
adrso089.wav,adrso089,2,0.6630840803237329
adrso090.wav,adrso090,1,0.6294856848642245
adrso092.wav,adrso092,0,0.488455903530179
adrso093.wav,adrso093,4,0.6855509794601166
adrso098.wav,adrso098,3,0.5377101278841397
adrso099.wav,adrso099,2,0.4848531974595866
adrso106.wav,adrso106,1,0.5615722119437532
adrso108.wav,adrso108,4,0.5586838531372879
adrso109.wav,adrso109,1,0.5077101365244098
adrso110.wav,adrso110,3,0.5294001811118952
adrso112.wav,adrso112,2,0.3021464358031103
adrso113.wav,adrso113,1,0.6952571833494698
adrso116.wav,adrso116,0,0.7038911729201655
adrso117.wav,adrso117,4,0.6067674528773868
adrso118.wav,adrso118,3,0.4429215666658769
adrso121.wav,adrso121,2,0.59146259725595
adrso122.wav,adrso122,1,0.7744850673114213
adrso123.wav,adrso123,0,0.3652294396591079
adrso124.wav,adrso124,4,0.6315847050485501
adrso125.wav,adrso125,3,0.6790611836585243
adrso126.wav,adrso126,2,0.6145775198143195
adrso128.wav,adrso128,3,0.7027249519416535
adrso130.wav,adrso130,0,0.7611731875862106
adrso132.wav,adrso132,4,0.48322200298807
adrso134.wav,adrso134,0,0.4429376794600964
adrso135.wav,adrso135,2,0.6469684905807924
adrso138.wav,adrso138,1,0.6122103270615384
adrso140.wav,adrso140,0,0.8714757596117643
adrso141.wav,adrso141,4,0.35671915691660966
adrso142.wav,adrso142,3,0.5655305252388495
adrso144.wav,adrso144,2,0.7648814601328645
adrso148.wav,adrso148,1,0.3920908975310048
adrso149.wav,adrso149,0,0.38856983734845674
adrso150.wav,adrso150,4,0.35363784175908575
adrso151.wav,adrso151,3,0.2415255789813609
adrso152.wav,adrso152,2,0.2979095709576689
adrso153.wav,adrso153,1,0.356009030574079
adrso154.wav,adrso154,4,0.4164984537087446
adrso155.wav,adrso155,1,0.6084155918799782
adrso156.wav,adrso156,3,0.3432833820862779
adrso157.wav,adrso157,2,0.5041587622206855
adrso158.wav,adrso158,1,0.33697179368341423
adrso159.wav,adrso159,0,0.28830354125483787
adrso160.wav,adrso160,4,0.4384014252594487
adrso161.wav,adrso161,3,0.42863837199811256
adrso162.wav,adrso162,2,0.3377529714712231
adrso164.wav,adrso164,1,0.398761374316475
adrso165.wav,adrso165,0,0.2217969658569557
adrso166.wav,adrso166,4,0.29238467206457874
adrso167.wav,adrso167,3,0.2519323876970189
adrso168.wav,adrso168,2,0.27396723224762703
adrso169.wav,adrso169,2,0.4086493010106288
adrso170.wav,adrso170,0,0.3803084643523764
adrso171.wav,adrso171,3,0.6132728091930444
adrso172.wav,adrso172,4,0.2724575303709533
adrso173.wav,adrso173,1,0.4126800646909784
adrso177.wav,adrso177,0,0.24706689397496417
adrso178.wav,adrso178,4,0.3910670101099379
adrso179.wav,adrso179,3,0.5020046999583478
adrso180.wav,adrso180,2,0.37319127512510947
adrso181.wav,adrso181,1,0.4567261724521061
adrso182.wav,adrso182,0,0.6464874744380115
adrso183.wav,adrso183,4,0.27684397980069625
adrso184.wav,adrso184,3,0.27126359697994407
adrso185.wav,adrso185,2,0.5645232529343841
adrso186.wav,adrso186,1,0.4230191641419806
adrso187.wav,adrso187,0,0.6032530154341764
adrso188.wav,adrso188,3,0.4177857270994268
adrso189.wav,adrso189,0,0.4771975658249536
adrso190.wav,adrso190,2,0.3970168974717251
adrso192.wav,adrso192,1,0.6050067118956286
adrso194.wav,adrso194,0,0.5641801445100401
adrso197.wav,adrso197,4,0.4015973522452229
adrso198.wav,adrso198,3,0.5263324215776212
adrso199.wav,adrso199,2,0.4343836107019848
adrso200.wav,adrso200,1,0.6133025146519722
adrso202.wav,adrso202,0,0.31207218495974576
adrso205.wav,adrso205,4,0.6867324174136076
adrso206.wav,adrso206,3,0.5450982289187694
adrso209.wav,adrso209,2,0.5445514383802164
adrso210.wav,adrso210,1,0.6704472868679865
adrso211.wav,adrso211,2,0.5399934162757698
adrso212.wav,adrso212,3,0.5293099171998276
adrso214.wav,adrso214,4,0.5717762377806698
adrso215.wav,adrso215,0,0.6701323777686576
adrso216.wav,adrso216,0,0.6551987724355876
adrso217.wav,adrso217,4,0.6927355444341359
adrso218.wav,adrso218,3,0.47059203744400524
adrso219.wav,adrso219,2,0.44795778629437427
adrso220.wav,adrso220,1,0.7033255025904556
adrso222.wav,adrso222,0,0.5747751919983062
adrso223.wav,adrso223,4,0.7183321144408301
adrso224.wav,adrso224,3,0.40704414568846375
adrso226.wav,adrso226,2,0.7989646569347842
adrso228.wav,adrso228,1,0.4973571510787096
adrso229.wav,adrso229,0,0.5936272492994603
adrso231.wav,adrso231,4,0.6254971379007409
adrso232.wav,adrso232,3,0.4746160969976421
adrso233.wav,adrso233,2,0.5317261648254066
adrso234.wav,adrso234,1,0.393554211012335
adrso235.wav,adrso235,0,0.4509919962119058
adrso236.wav,adrso236,4,0.3398640085469119
adrso237.wav,adrso237,3,0.6859175940384001
adrso243.wav,adrso243,2,0.8457266424639723
adrso244.wav,adrso244,1,0.5265607125341883
adrso245.wav,adrso245,0,0.6615835390101769
adrso246.wav,adrso246,4,0.5657127493191421
adrso247.wav,adrso247,3,0.5830051013753316
adrso248.wav,adrso248,2,0.43760526418418194
adrso249.wav,adrso249,1,0.7266241669270335
adrso250.wav,adrso250,4,0.5870841706586313
adrso251.wav,adrso251,4,0.4366365231800755
adrso253.wav,adrso253,3,0.5611802565333317
adrso254.wav,adrso254,2,0.6784585256684034
adrso255.wav,adrso255,1,0.625303438193137
adrso256.wav,adrso256,0,0.5264227078288449
adrso257.wav,adrso257,4,0.3794113396025077
adrso258.wav,adrso258,3,0.3989223018732394
adrso259.wav,adrso259,2,0.23198428883110608
adrso260.wav,adrso260,1,0.4351312767760936
adrso261.wav,adrso261,0,0.392335200108661
adrso262.wav,adrso262,4,0.24656078217504665
adrso263.wav,adrso263,3,0.6088582884279664
adrso264.wav,adrso264,2,0.37561938971905434
adrso265.wav,adrso265,1,0.4706227773161214
adrso266.wav,adrso266,0,0.36089646424659255
adrso267.wav,adrso267,3,0.1833760732802079
adrso268.wav,adrso268,0,0.3647008936153963
adrso269.wav,adrso269,2,0.4252855842863157
adrso270.wav,adrso270,1,0.36477637180728273
adrso272.wav,adrso272,0,0.6004623501211339
