clip_id,speaker_id,fold
c000010,301,4
c000015,301,4
c000036,302,3
c000040,302,3
c000064,303,2
c000146,306,0
c000148,306,0
c000149,306,0
c000157,307,3
c000159,307,3
c000162,307,3
c000176,307,3
c000181,308,2
c000182,308,2
c000185,308,2
c000186,308,2
c000187,308,2
c000251,311,1
c000260,312,0
c000291,314,1
c000293,314,1
c000296,314,1
c000312,314,1
c000325,314,1
c000333,315,0
c000335,315,0
c000337,315,0
c000344,315,0
c000345,315,0
c000389,318,4
c000428,321,4
c000434,321,4
c000441,321,4
c000475,323,2
c000480,323,2
c000548,327,3
c000562,328,3
c000563,328,3
c000564,328,3
c000589,329,2
c000642,332,4
c000644,332,4
c000649,332,4
c000654,332,4
c000656,332,4
c000810,338,4
c000820,338,4
c000821,338,4
c000822,338,4
c000824,338,4
c000825,338,4
c000847,340,1
c000931,345,1
c000932,345,1
c000935,345,1
c000939,345,1
c000940,345,1
c000941,345,1
c000942,345,1
c000947,345,1
c000948,345,1
c000949,345,1
c000952,345,1
c000953,345,1
c000954,346,4
c000956,346,4
c000957,346,4
c000971,346,4
c000972,346,4
c000974,346,4
c000982,346,4
c000983,346,4
c000984,346,4
c000985,346,4
c000986,346,4
c000988,347,2
c000990,347,2
c000993,347,2
c000995,347,2
c001000,348,0
c001001,348,0
c001005,348,0
c001006,348,0
c001007,348,0
c001013,348,0
c001014,348,0
c001129,354,2
c001131,354,2
c001137,354,2
c001260,362,0
c001263,362,0
c001265,362,0
c001266,362,0
c001268,362,0
c001271,362,0
c001278,363,3
c001284,363,3
c001285,363,3
c001288,363,3
c001290,363,3
c001295,363,3
c001296,363,3
c001302,364,1
c001308,364,1
c001309,364,1
c001310,364,1
c001416,366,3
c001417,366,3
c001423,366,3
c001429,366,3
c001430,366,3
c001447,367,3
c001473,367,3
c001474,367,3
c001475,367,3
c001477,367,3
c001478,367,3
c001515,369,1
c001522,369,1
c001551,370,1
c001553,370,1
c001561,370,1
c001666,374,2
c001668,374,2
c001669,374,2
c001670,374,2
c001673,374,2
c001676,374,2
c001684,374,2
c001732,377,3
c001737,377,3
c001738,377,3
c001739,377,3
c001742,377,3
c001747,377,3
c001754,377,3
c001763,377,3
c001766,377,3
c001777,378,0
c001803,379,0
c001811,379,0
c001815,379,0
c001881,381,2
c001894,381,2
